line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);;pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
563;09:23;532,73;532,73;70,14;6,24;2375,05;1,86;422,6;1162;0;;56;79;0;5;36;48;;28;14;13;13;90;97,1;0,6;65,2;0
564;09:24;533,27;533,27;69,76;6,07;2461,1;1,81;422,6;1165;0;;56;79;0;5;48;49;;29;18;16;13;96;97,3;0,6;65,2;0
565;09:25;533,84;533,84;70,28;3,87;2516,13;1,8;416,9;1167;0;;54;79;0;5;94;61;;27;14;17;15;102;97,4;0,6;65,3;0
566;09:26;533,91;533,91;68,33;7,63;1039,61;3,71;434;1109;0;;59;79;0;5;113;55;;28;15;18;19;98;97,4;0,6;65,1;0
567;09:27;533,94;533,94;68,37;7,53;1016,87;8,47;438,4;1105;0;;59;81;0;5;82;57;;26;15;15;18;98;97,7;0,6;65,3;0
568;09:28;533,97;533,97;68,3;7,61;1068,58;13,22;438,4;1108;0;;59;81;0;5;82;57;;26;15;15;18;98;97,6;0,6;65,4;0
569;09:29;534;534;68,27;8,08;1065,4;17,96;438,4;1109;0;;59;81;0;5;85;65;;26;15;18;19;106;97,7;0,7;65,3;0
570;09:30;534,02;534,02;68,33;7,62;950,06;22,76;432,6;1106;0;;57;81;0;5;46;55;;46;15;16;18;116;97,7;0,7;65,4;0
571;09:31;534,04;534,04;68,36;7,7;951;27,58;428,3;1108;0;;57;79;0;5;59;46;;32;14;15;18;92;97,6;0,6;65,2;0
572;09:32;534,06;534,06;68,35;7,75;972,1;32,4;438,4;1109;0;;59;81;0;5;91;50;;28;16;19;14;94;97,6;0,6;65,4;0
573;09:33;534,08;534,08;68,35;7,87;972,9;37,08;432,6;1110;0;;57;81;0;5;50;64;;25;13;17;12;102;97,6;0,7;65,5;0
574;09:34;534,1;534,1;68,36;7,73;952,83;40,47;428,3;1110;0;;57;79;0;5;92;54;;32;15;15;15;101;97,7;0,6;65,3;0
575;09:35;534,14;534,14;68,33;7,62;1142,84;40,87;432,6;1118;0;;57;81;0;5;92;54;;32;15;15;15;101;97,5;0,6;65,3;0
576;09:36;534,2;534,2;68,31;7,6;1356,43;39,01;428,3;1128;0;;57;79;0;5;97;61;;26;17;16;16;104;97,4;0,6;65,2;0
577;09:37;534,29;534,29;68,6;3,47;1300,96;33,8;422,6;1125;0;;56;79;0;5;117;49;;25;16;18;18;90;97,4;0,7;65,2;0
578;09:38;534,75;534,75;70,45;7,51;2009,03;3,51;432,6;1155;0;;57;81;0;5;81;39;;26;15;15;15;80;97,3;0,6;65,3;0
579;09:39;534,79;534,79;68,42;7,53;1192,33;5,32;432,6;1122;0;;57;81;0;5;106;60;;42;12;18;23;114;97,4;0,7;65,4;0
580;09:40;534,83;534,83;68,39;7,8;1134,24;10,05;428,3;1120;0;;57;79;0;5;81;61;;24;16;12;14;101;97,4;0,7;65,3;0
581;09:41;535,2;535,2;67,25;3,69;2468,59;9,65;416,9;1172;0;;54;79;0;5;156;57;;28;16;16;14;101;97,4;0,6;65,2;0
582;09:42;535,79;535,79;71,75;4,15;2364,11;1,7;416,9;1168;0;;54;79;0;5;156;57;;28;16;16;14;101;97,3;0,7;65,3;0
583;09:43;536,37;536,37;71,55;6,35;2336,01;1,74;416,9;1168;0;;54;79;0;5;87;21;;30;17;16;16;68;97,2;0,7;65,3;0
584;09:44;536,91;536,91;71,52;3,88;2334,08;1,86;422,6;1169;0;;56;79;0;5;125;44;;42;18;15;17;104;97,1;0,7;65,3;0
585;09:45;537,45;537,45;72,02;5,81;2157,4;1,86;416,9;1162;0;;54;79;0;5;99;51;;30;13;17;17;94;97,1;0,7;65,2;0
586;09:46;538,03;538,03;70,99;4,27;2538,51;1,75;416,9;1177;0;;54;79;0;5;86;57;;23;13;17;16;93;97,1;0,7;65,2;0
587;09:47;538,61;538,61;70,02;4,45;2599,47;1,74;422,6;1178;0;;56;79;0;5;93;98;;31;16;19;18;145;97,2;0,7;65,2;0
588;09:48;539,18;539,18;71,85;4,34;2180,43;1,76;426,9;1163;0;;56;81;0;5;111;67;;30;16;11;11;113;97,2;0,6;65,2;0
589;09:49;539,69;539,69;62,08;22,14;3477,39;1,88;401,1;1200;0;;51;78;0;5;111;67;;30;16;11;11;113;97,3;0,7;65,2;0
590;09:50;539,92;539,92;68,46;0;2455,43;2,8;444,1;1181;0;;61;81;0;5;146;33;;41;16;21;20;90;97,2;0,7;65,3;0
591;09:51;539,92;530,74;78,09;0;80,87;2,83;425,5;1076;0;;54;82;0;5;54;63;;47;15;16;30;125;97,3;0,7;65,4;0
592;09:52;539,92;527,09;49,92;0;0;0;0;60;0;;0;0;0;5;162;56;;24;17;20;18;97;96,5;0,6;65,4;0
593;09:53;539,92;527,09;13,87;0;58,48;0;0;0;0;;0;0;0;5;75;39;;27;15;15;16;81;94,4;0,7;65,2;0
594;09:54;539,92;527,09;12,63;0;0;0;0;0;0;;0;0;0;5;117;32;;30;15;19;18;77;93,4;0,7;65,2;0
595;09:55;539,92;527,1;12,7;0;0;0;0;0;0;;0;0;0;5;92;56;;29;14;17;11;99;93;0,6;65,2;0
596;09:56;539,92;538,47;79,66;0;2,19;0;419,8;541;0;;53;82;0;5;92;56;;29;14;17;11;99;93;0,7;65,3;0
597;09:57;539,92;538,97;78,37;0;108,88;0;451,2;1035;0;;64;79;0;5;82;54;;30;15;13;14;99;95,2;0,7;65,3;0
598;09:58;540,08;540,08;77,59;4,28;403,84;0,1;438,4;1093;0;;59;81;0;5;103;64;;32;16;16;15;112;96,8;0,7;65,4;0
599;09:59;540,5;540,5;71,88;12,44;1960,18;2,09;422,6;1152;0;;56;79;0;5;86;32;;27;12;16;16;71;97,4;0,6;65,3;0
600;10:00;541,08;541,08;68,25;4,74;3225,88;1,75;428,3;1212;0;;57;79;0;5;115;47;;21;11;15;17;79;97,4;0,7;65,2;0
601;10:01;541,66;541,66;71,76;4,28;2504,5;1,75;422,6;1179;0;;56;79;0;5;123;34;;27;12;19;13;73;97,3;0,7;65,1;0
602;10:02;542,24;542,24;72;3,89;2363,44;1,73;428,3;1173;0;;57;79;0;5;106;73;;29;18;17;17;120;97,4;0,7;65,3;0
603;10:03;542,8;542,8;72,18;3,65;2244,28;1,77;426,9;1167;0;;56;81;0;5;106;73;;29;18;17;17;120;97,5;0,6;65,3;0
604;10:04;543,35;543,35;72,21;4,15;2316,27;1,85;422,6;1169;0;;56;79;0;5;26;39;;28;14;14;16;81;97,5;0,6;65,4;0
605;10:05;543,9;543,9;72,2;3,73;2339,44;1,48;422,6;1171;0;;56;79;0;5;113;39;;24;12;17;13;75;97,4;0,6;65,3;0
606;10:06;544,47;544,47;72,5;3,12;2194,87;1,75;432,6;1164;0;;57;81;0;5;107;74;;31;13;16;16;118;97,4;0,6;65,3;0
607;10:07;545,05;545,05;72,75;4,52;2058,39;1,77;422,6;1159;0;;56;79;0;5;61;41;;25;13;14;15;79;97,4;0,7;65,3;0
608;10:08;545,63;545,63;72,07;5,31;2211,18;1,74;426,9;1166;0;;56;81;0;5;90;38;;42;13;17;13;93;97,5;0,7;65,3;0
609;10:09;546,2;546,2;71,13;6,75;2566,01;1,75;422,6;1184;0;;56;79;0;5;128;46;;29;16;15;19;91;97,4;0,6;65,4;0
610;10:10;546,77;546,77;70,7;4,34;2761;1,75;418,3;1195;0;;56;78;0;5;128;46;;29;16;15;19;91;97,4;0,6;65,3;0
611;10:11;547,34;547,34;72,07;4;2310,31;1,79;428,3;1176;0;;57;79;0;5;86;54;;24;14;16;15;92;97,4;0,7;65,3;0
612;10:12;547,92;547,92;71,75;5,09;2362,28;1,75;428,3;1177;0;;57;79;0;5;84;54;;25;16;16;16;95;97,5;0,6;65,3;0
613;10:13;548,49;548,49;71,75;4,56;2301,85;1,75;428,3;1173;0;;57;79;0;5;125;44;;23;15;18;17;82;97,4;0,7;65,4;0
614;10:14;549,06;549,06;68,96;6,3;2701,29;1,77;422,6;1196;0;;56;79;0;5;115;25;;22;14;17;15;61;97,2;0,7;65,2;0
615;10:15;549,19;549,19;75,74;0;792,8;3,26;449,8;1124;0;;62;81;0;5;73;61;;25;12;14;16;98;97,2;0,7;65,2;0
616;10:16;549,19;536,56;74,16;0;10,59;1,51;0;715;0;;0;0;0;5;67;50;;30;17;20;15;97;97,4;0,7;65,2;0
617;10:17;549,19;536,56;18,03;0;49,36;0;0;0;0;;0;0;0;5;67;50;;30;17;20;15;97;95,7;0,7;65,4;0
618;10:18;549,19;536,56;10,03;0;0;0;0;0;0;;0;0;0;5;134;73;;30;12;20;13;115;94;0,7;65,3;0
619;10:19;549,19;536,56;8,18;0;0;0;0;0;0;;0;0;0;5;110;58;;18;14;20;14;90;93,4;0,7;65,4;0
620;10:20;549,19;536,36;11,13;0;0;0;0;0;0;;0;0;0;5;98;58;;27;16;15;18;101;93,1;0,7;65,4;0
621;10:21;549,19;543,82;30,5;0;0;0;223,2;0;0;;61;0;0;5;71;59;;28;15;21;14;102;92,9;0,7;65,2;0
622;10:22;549,19;548,46;79,52;0;48,51;0;419,8;843;0;;53;82;0;5;83;29;;24;13;16;18;66;93,6;0,7;65,3;0
623;10:23;549,19;548,75;79,18;0;113,21;0;432,6;1014;0;;57;81;0;5;46;56;;38;13;14;17;107;95,9;0,6;65,4;0
624;10:24;549,19;549,16;77,87;0;408,63;0;432,6;1042;0;;57;81;0;5;46;56;;38;13;14;17;107;96,9;0,6;65,3;0
625;10:25;549,76;549,76;72,22;3,8;2467,72;1,05;405,4;1124;0;;51;79;0;5;93;43;;37;15;16;13;95;97,2;0,6;65,3;0
626;10:26;550,34;550,34;71,62;3,41;2692,46;1,75;405,4;1133;0;;51;79;0;5;119;65;;36;15;20;14;116;97,2;0,7;65,1;0
627;10:27;550,91;550,91;66,94;17,66;3008,25;1,75;399,7;1152;0;;50;79;0;5;82;40;;25;16;19;15;81;97;0,7;65,3;0
628;10:28;551,43;551,43;60,91;16,15;3873,8;1,81;383,9;1196;0;;47;78;0;5;106;60;;41;18;12;17;119;96,9;0,7;65,2;0
629;10:29;552,06;552,06;64,57;5,11;3888,64;1,73;409,8;1202;0;;51;81;0;5;78;63;;41;15;14;15;119;96,9;0,7;65,2;0
630;10:30;552,61;552,61;68,71;1,04;2913,7;1,75;411,1;1154;0;;53;79;0;5;72;67;;28;16;17;16;111;96,9;0,7;65,3;0
631;10:31;553,15;553,15;71,91;4,29;2500,69;1,96;405,4;1134;0;;51;79;0;5;72;67;;28;16;17;16;111;96,9;0,7;65,3;0
632;10:32;553,69;553,69;71,86;6,48;2489,58;1,84;415,5;1132;0;;53;81;0;5;88;61;;29;14;13;17;104;97,1;0,7;65,3;0
633;10:33;554,28;554,28;70,43;4,14;2911,3;1,78;405,4;1149;0;;51;79;0;5;64;66;;29;14;16;15;109;97,1;0,7;65,3;0
634;10:34;554,86;554,86;70,9;4,23;2742,54;1,72;415,5;1143;0;;53;81;0;5;113;49;;28;12;12;15;89;97,2;0,7;65,2;0
635;10:35;555,43;555,43;70,01;11,08;2676,54;1,77;411,1;1139;0;;53;79;0;5;118;44;;33;16;16;18;93;97,1;0,7;65,3;0
636;10:36;556,02;556,02;68,02;4,4;3083,36;1,75;394;1165;0;;48;79;0;5;91;45;;46;18;17;14;109;97,2;0,6;65,4;0
637;10:37;556,59;556,59;72,79;3,64;2149,44;1,76;411,1;1122;0;;53;79;0;5;85;61;;26;14;15;15;101;97,1;0,7;65,3;0
638;10:38;557,16;557,16;72,71;4,18;2214,12;1,76;415,5;1126;0;;53;81;0;5;85;61;;26;14;15;15;101;97,1;0,7;65,4;0
639;10:39;557,61;557,61;60,02;23,86;3656,03;2,09;394;1181;0;;48;79;0;5;89;48;;31;13;21;18;92;97,1;0,7;65,2;0
640;10:40;558,02;558,02;60,02;11,09;3977,18;2,33;378,2;1210;0;;45;78;0;5;129;36;;27;17;19;16;80;96,9;0,7;65,2;0
641;10:41;558,38;558,38;58;4,6;3535,38;2,95;405,4;1190;0;;51;79;0;5;94;46;;29;15;18;13;90;96,9;0,7;65,3;0
642;10:42;558,83;558,83;72,37;0;2240,1;2,03;426,9;1128;0;;56;81;0;5;85;52;;38;16;20;16;106;97;0,7;65,2;0
643;10:43;558,83;546,4;80,61;0;25,34;0,32;0;794;0;;0;0;0;5;123;78;;34;13;22;12;125;97,2;0,7;65,3;0
644;10:44;558,83;546,24;34,1;0;8,35;0;0;0;0;;0;0;0;5;97;48;;32;17;22;16;97;95,8;0,7;65,3;0
645;10:45;558,83;546,24;12,05;0;60,25;0;0;0;0;;0;0;0;5;97;48;;32;17;22;16;97;94,2;0,7;65,3;0
646;10:46;558,83;546,24;12,29;0;0;0;0;0;0;;0;0;0;5;118;66;;25;13;17;16;104;93,6;0,7;65;0
647;10:47;558,83;546,24;12,17;0;0;0;0;0;0;;0;0;0;5;122;59;;25;16;17;14;100;93,4;0,7;65,3;0
648;10:48;558,83;554,32;69,01;0;0;0;74,4;0;0;;20;0;0;5;69;68;;30;14;17;19;112;93,4;0,7;65,2;0
649;10:49;558,83;557,13;79,97;0;38,86;0;415,5;879;0;;53;81;0;5;111;40;;30;13;17;14;83;94;0,7;65,1;0
650;10:50;558,83;557,24;79,6;0;37,51;0;432,6;979;0;;57;81;0;5;78;53;;28;11;16;13;92;96,1;0,7;65,2;0
651;10:51;558,83;558,28;79,74;0;113,33;0;431,3;1013;0;;56;82;0;5;78;53;;28;11;16;13;92;97;0,7;65,4;0
652;10:52;558,83;558,59;79,59;0;83,94;0;426,9;1011;0;;56;81;0;5;75;47;;26;15;21;19;88;97,4;0,7;65,3;0
653;10:53;559,06;559,06;75,17;1,94;1562,08;0,28;415,5;1067;0;;53;81;0;5;112;56;;28;16;14;18;100;97,4;0,7;65,3;0
654;10:54;559,64;559,64;73,1;2,88;2319,55;1,57;405,4;1099;0;;51;79;0;5;61;51;;35;16;14;15;102;97,3;0,7;65,3;0
655;10:55;560,22;560,22;72,93;5,36;2473,09;1,74;405,4;1106;0;;51;79;0;5;102;57;;23;14;16;13;94;97,2;0,7;65,3;0
656;10:56;560,8;560,8;71,09;4,42;2930,49;1,44;405,4;1128;0;;51;79;0;5;121;53;;41;17;16;16;111;97,1;0,6;65,2;0
657;10:57;561,37;561,37;72,07;4,95;2621,41;1,76;409,8;1115;0;;51;81;0;5;65;60;;37;12;17;16;109;97,2;0,6;65,2;0
658;10:58;561,91;561,91;72,31;5,45;2598,74;1,84;409,8;1113;0;;51;81;0;5;65;60;;37;12;17;16;109;97,1;0,6;65,3;0
659;10:59;562,5;562,5;71,94;8,63;2758,94;1,75;399,7;1120;0;;50;79;0;5;104;56;;28;17;18;15;101;97,1;0,7;65,4;0
660;11:00;563,09;563,09;71,93;4,74;2755,4;1,71;409,8;1123;0;;51;81;0;5;106;52;;30;16;21;15;98;97,1;0,7;65,3;0
661;11:01;563,68;563,68;72,56;5,92;2519,31;1,73;409,8;1112;0;;51;81;0;5;120;62;;26;17;18;13;105;97,1;0,7;65,3;0
662;11:02;564,26;564,26;72,26;7,07;2559,69;1,44;409,8;1113;0;;51;81;0;5;73;66;;30;16;16;16;112;97,3;0,7;65,2;0
663;11:03;564,83;564,83;70,55;5,35;2809,45;1,75;405,4;1128;0;;51;79;0;5;108;74;;54;15;14;13;143;97,3;0,7;65,3;0
664;11:04;565,4;565,4;70,55;7,8;2864,53;1,76;399,7;1130;0;;50;79;0;5;113;45;;30;16;11;14;91;97,2;0,6;65,3;0
665;11:05;565,97;565,97;66,6;5,73;3400,22;1,78;405,4;1159;0;;51;79;0;5;113;45;;30;16;11;14;91;97,2;0,6;65,3;0
666;11:06;566,54;566,54;70,12;6,94;2934,13;1,77;409,8;1138;0;;51;81;0;5;105;43;;20;14;13;16;77;97,2;0,7;65,2;0
667;11:07;567,07;567,07;70,26;5,43;2827,97;1,8;411,1;1136;0;;53;79;0;5;64;50;;25;15;20;17;90;97,1;0,6;65,5;0
668;11:08;567,6;567,6;71,66;2,22;2538,91;1,86;428,3;1160;0;;57;79;0;5;103;59;;25;13;17;14;97;97;0,6;65,4;0
669;11:09;567,6;567,6;78,36;0;242,55;4,65;455,5;1108;0;;64;81;0;5;63;40;;26;14;16;19;80;97,1;0,6;65,3;0
670;11:10;567,6;567,6;79,27;0;77,06;9,65;449,8;1101;0;;62;81;0;5;134;66;;25;14;15;13;105;97,4;0,6;65,3;0
671;11:11;567,6;554,94;67,97;0;0;0,1;0;410;0;;0;0;0;5;91;60;;24;15;19;17;99;97,1;0,6;65,3;0
672;11:12;567,6;554,94;26,15;0;0;0;0;0;0;;0;0;0;5;91;60;;24;15;19;17;99;95,1;0,6;65,2;0
673;11:13;567,6;554,94;13,59;0;83,18;0;0;0;0;;0;0;0;5;60;51;;28;15;16;14;94;93,9;0,6;65,3;0
674;11:14;567,6;554,94;12,38;0;0;0;0;0;0;;0;0;0;5;97;38;;42;12;16;16;92;93,5;0,6;65,3;0
675;11:15;567,6;554,88;26,59;0;0;0;0;0;0;;0;0;0;5;98;31;;26;15;13;17;72;93,3;0,6;65,3;0
676;11:16;567,6;555,72;84,18;0;0;0;0;0;0;;0;0;0;5;73;61;;23;17;15;14;101;93,2;0,6;65,3;0
677;11:17;567,6;566,06;80,45;0;1,75;0;425,5;758;0;;54;82;0;5;122;52;;26;12;20;15;90;93,5;0,6;65,2;0
678;11:18;567,6;566,1;80,3;0;38,18;0;425,5;965;0;;54;82;0;5;91;51;;43;16;13;15;110;96;0,7;65,3;0
679;11:19;567,6;566,1;80,12;0;25,08;0;444,1;1051;0;;61;81;0;5;91;51;;43;16;13;15;110;96,9;0,6;65,4;0
680;11:20;567,6;567,41;80,15;0;63,72;0;438,4;1067;0;;59;81;0;5;123;43;;47;13;18;15;103;97,3;0,7;65,2;0
681;11:21;568,11;568,11;74,06;6,51;2022,83;1,43;434;1143;0;;59;79;0;5;130;61;;23;14;18;15;98;97,4;0,6;65,3;0
682;11:22;568,44;568,44;75,2;1,28;1567,73;2,19;451,2;1181;0;;64;79;0;5;111;63;;21;15;16;14;99;97,5;0,6;65,4;0
683;11:23;568,82;568,82;75,46;8,99;1536,22;4,1;439,8;1174;0;;61;79;0;5;132;61;;26;15;20;13;102;97,6;0,6;65,2;0
684;11:24;569,39;569,39;71,53;8,36;2786,09;1,76;439,8;1225;0;;61;79;0;5;90;29;;25;14;17;17;68;97,5;0,7;65,1;0
685;11:25;569,96;569,96;72,81;6,09;2586,63;1,79;435,4;1215;0;;61;78;0;5;83;68;;28;17;14;16;113;97,4;0,6;65,2;0
686;11:26;570,54;570,54;73,82;8,72;2173,9;1,74;439,8;1198;0;;61;79;0;5;83;68;;28;17;14;16;113;97,5;0,6;65,3;0
687;11:27;571,08;571,08;71,46;7,15;2821,04;1,83;429,7;1227;0;;59;78;0;5;104;57;;24;14;12;17;95;97,6;0,7;65,3;0
688;11:28;571,67;571,67;66,34;11,4;3456,12;1,77;418,3;1258;0;;56;78;0;5;82;65;;29;17;15;15;111;97,6;0,7;65,4;0
689;11:29;572,25;572,25;71,59;7,71;2691,88;1,71;434;1227;0;;59;79;0;5;133;49;;37;15;14;14;101;97,6;0,7;65,3;0
690;11:30;572,82;572,82;72,44;7,9;2451,42;1,78;439,8;1216;0;;61;79;0;5;62;32;;35;14;14;15;81;97,6;0,7;65,2;0
691;11:31;573,41;573,41;71,19;10;2727,06;1,72;424;1226;0;;57;78;0;5;150;30;;27;15;16;14;72;97,7;0,7;65,3;0
692;11:32;573,99;573,99;72,05;11,11;2536,02;1,75;428,3;1221;0;;57;79;0;5;106;63;;23;13;15;12;99;97,7;0,7;65,4;0
693;11:33;574,54;574,54;72,45;6,02;2401,71;1,81;439,8;1217;0;;61;79;0;5;106;63;;23;13;15;12;99;97,7;0,7;65,4;0
694;11:34;575,12;575,12;73,7;6,24;2133,07;1,75;435,4;1207;0;;61;78;0;5;124;52;;24;15;18;18;91;97,6;0,7;65,2;0
695;11:35;575,68;575,68;68,44;25,33;2630,42;1,76;418,3;1227;0;;56;78;0;5;94;43;;24;16;16;17;83;97,4;0,7;65,2;0
696;11:36;575,85;575,85;54,05;26,1;2791,98;3,45;439,8;1244;0;;61;79;0;5;67;56;;25;17;17;13;98;97,4;0,7;65,4;0
697;11:37;576,09;576,09;59,3;7,15;2821,69;6,35;439,8;1247;0;;61;79;0;5;82;69;;26;13;20;15;108;97,5;0,7;65,3;0
698;11:38;576,74;576,74;71,93;7,49;2800,63;1,68;439,8;1243;0;;61;79;0;5;93;51;;26;16;13;11;93;97,4;0,7;65,3;0
699;11:39;576,77;567,33;79,16;0;278,11;1,98;383,9;1124;0;;47;78;0;5;74;28;;39;14;13;16;81;97,4;0,7;65,4;0
700;11:40;576,77;564,17;40,6;0;0;0;0;24;0;;0;0;0;5;74;28;;39;14;13;16;81;96,6;0,7;65;0
701;11:41;576,77;564,17;12,61;0;57,71;0;0;0;0;;0;0;0;5;54;57;;29;17;20;20;103;94,6;0,7;65,4;0
702;11:42;576,77;564,17;12,44;0;0;0;0;0;0;;0;0;0;5;112;71;;28;15;13;16;114;93,8;0,7;65,4;0
703;11:43;576,77;564,17;10,5;0;0;0;0;0;0;;0;0;0;5;79;42;;28;15;11;27;85;93,4;0,7;65,3;0
704;11:44;576,77;575,7;78,57;0;1,52;0;425,5;550;0;;54;82;0;5;135;42;;33;15;19;19;90;93,4;0,7;65,3;0
705;11:45;576,77;575,75;80,88;0;32,17;0;438,4;984;0;;59;81;0;5;102;41;;26;14;18;16;81;95,6;0,7;65,3;0
706;11:46;577,19;577,19;76,33;6,07;1529,26;1,24;416,9;1110;0;;54;79;0;5;110;56;;41;15;21;12;112;96,9;0,7;65,3;0
707;11:47;577,76;577,76;74,74;6,25;2177,79;1,73;434;1163;0;;59;79;0;5;110;56;;41;15;21;12;112;97,3;0,7;65,2;0
708;11:48;578,3;578,3;74,83;6,26;2067,49;1,88;434;1179;0;;59;79;0;5;119;49;;25;15;17;19;89;97,4;0,7;65,4;0
709;11:49;578,88;578,88;73,82;7,36;2371,95;1,75;434;1192;0;;59;79;0;5;51;51;;27;16;19;13;94;97,4;0,7;65,4;0
710;11:50;579,46;579,46;74,01;7,3;2444,05;1,74;429,7;1195;0;;59;78;0;5;100;68;;29;13;18;14;110;97,4;0,7;65,4;0
711;11:51;580,03;580,03;70,21;7,56;2741,16;1,78;424;1213;0;;57;78;0;5;93;62;;28;12;16;15;102;97,4;0,7;65,3;0
712;11:52;580,6;580,6;74,49;6,18;2170,24;1,51;434;1194;0;;59;79;0;5;110;39;;29;14;13;18;82;97,4;0,7;65,3;0
713;11:53;581,18;581,18;74,21;7,14;2338,48;1,65;428,3;1200;0;;57;79;0;5;133;29;;30;17;19;15;76;97,5;0,7;65,2;0
714;11:54;581,77;581,77;73,65;8;2444,04;1,72;428,3;1203;0;;57;79;0;5;133;29;;30;17;19;15;76;97,6;0,7;65,4;0
715;11:55;582,36;582,36;68,55;12,87;3318,51;1,69;418,3;1240;0;;56;78;0;5;109;33;;25;15;17;13;73;97,5;0,7;65,4;0
716;11:56;582,92;582,92;73,31;7,74;2508,11;1,79;428,3;1208;0;;57;79;0;5;114;40;;22;16;14;12;78;97,4;0,7;65,4;0
717;11:57;583,48;583,48;71,58;9,72;2771,32;1,83;422,6;1217;0;;56;79;0;5;130;41;;29;13;18;17;83;97,7;0,7;65,4;0
718;11:58;584,05;584,05;73,08;9,69;2491,32;1,77;428,3;1209;0;;57;79;0;5;69;65;;24;13;16;16;102;98,2;0,7;65,3;0
719;11:59;584,62;584,62;73,05;7,64;2533,26;1,76;434;1211;0;;59;79;0;5;107;72;;28;16;19;16;116;98,6;0,7;65,3;0
720;12:00;585,2;585,2;73,4;6,86;2444,07;1,75;434;1206;0;;59;79;0;5;107;72;;28;16;19;16;116;98,7;0,7;65,3;0
721;12:01;585,76;585,76;73,71;6,67;2387,81;1,76;428,3;1206;0;;57;79;0;5;82;43;;25;17;21;14;85;98,7;0,7;65,3;0
722;12:02;586,33;586,33;73,46;6,84;2395,98;1,79;434;1205;0;;59;79;0;5;91;42;;27;14;11;16;83;98,5;0,7;65,4;0
723;12:03;586,53;586,53;76,67;1,44;1149,75;2,79;449,8;1163;0;;62;81;0;5;99;36;;25;12;19;13;73;98,1;0,7;65,3;0
724;12:04;586,53;573,88;83,48;0;0;0,44;0;481;0;;0;0;0;5;106;49;;26;15;19;14;90;98,3;0,8;65,3;0
725;12:05;586,53;573,65;46,28;0;54,68;0;0;0;0;;0;0;0;5;55;72;;26;17;13;15;115;96,5;0,7;65,3;0
726;12:06;586,53;573,65;11,63;0;0;0;0;0;0;;0;0;0;5;53;58;;21;14;20;15;93;95,4;0,7;65,3;0
727;12:07;586,53;573,65;12,37;0;0;0;0;0;0;;0;0;0;5;53;58;;21;14;20;15;93;95,1;0,7;65,3;0
728;12:08;586,53;573,65;11,76;0;0;0;0;0;0;;0;0;0;5;107;51;;28;16;14;13;95;95,2;0,7;65,3;0
729;12:09;586,53;585,37;76,75;0;2,06;0;415,5;435;0;;53;81;0;5;38;41;;26;15;20;15;82;95,2;0,7;65,3;0
730;12:10;586,53;585,66;81,41;0;0;0;415,5;972;0;;53;81;0;5;96;39;;28;15;12;17;82;96,4;0,7;65,2;0
731;12:11;586,53;585,72;81,24;0;129,02;0;438,4;1032;0;;59;81;0;5;104;62;;33;16;14;15;111;97,3;0,7;65,5;0
732;12:12;586,61;586,61;80,69;3,51;247,42;0,04;438,4;1071;0;;59;81;0;5;96;56;;45;16;16;15;117;97,6;0,7;65,3;0
733;12:13;587,02;587,02;76,19;6,19;1737,28;2,01;416,9;1125;0;;54;79;0;5;84;68;;22;15;20;17;105;97,7;0,7;65,3;0
734;12:14;587,6;587,6;74,72;6,52;2368,92;1,75;422,6;1150;0;;56;79;0;5;84;68;;22;15;20;17;105;97,7;0,7;65,3;0
735;12:15;588,18;588,18;74,63;6,03;2435,67;1,73;426,9;1156;0;;56;81;0;5;137;53;;26;14;19;17;93;97,5;0,7;65,2;0
736;12:16;588,76;588,76;74,9;5,6;2317,68;1,73;422,6;1151;0;;56;79;0;5;132;54;;32;17;15;16;103;97,4;0,7;65,3;0
737;12:17;589,34;589,34;74,41;7,05;2432,84;1,42;416,9;1156;0;;54;79;0;5;59;65;;32;18;18;17;115;97,5;0,7;65,3;0
738;12:18;589,92;589,92;74,07;6,75;2563,06;1,74;416,9;1164;0;;54;79;0;5;59;69;;34;13;21;15;116;97,4;0,7;65,4;0
739;12:19;590,49;590,49;74,56;6,47;2400,52;1,76;422,6;1158;0;;56;79;0;5;128;37;;29;18;15;19;84;97,4;0,7;65,4;0
740;12:20;591,05;591,05;75,13;6,67;2268,53;1,84;422,6;1150;0;;56;79;0;5;87;39;;29;17;18;14;85;97,4;0,7;65,2;0
741;12:21;591,64;591,64;74,76;5,44;2301,8;1,71;422,6;1153;0;;56;79;0;5;87;39;;29;17;18;14;85;97,4;0,7;65,3;0
742;12:22;592,24;592,24;75,65;5,6;2046,45;1,71;422,6;1143;0;;56;79;0;5;86;55;;26;19;15;18;100;97,4;0,7;65,4;0
743;12:23;592,83;592,83;75,1;5,88;2203,66;1,71;428,3;1151;0;;57;79;0;5;74;52;;39;17;18;17;108;97,6;0,7;65,3;0
744;12:24;593,41;593,41;75,14;6,81;2138,43;1,71;422,6;1149;0;;56;79;0;5;124;57;;30;13;20;14;100;97,6;0,7;65,3;0
