line,timestmp,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick
1022,17:01,"376,04",375,24,0,,0.0,0,0,0,0.0,0,0,0,65,75,78,76,80.0,93,28,467,0,6,0,0,0
1023,17:02,"376,04",375,24,0,,30.0,0,0,0,0.0,0,0,0,61,75,78,77,82.0,94,28,467,0,10,0,0,0
1024,17:03,"376,04",375,19,0,,380.0,0,0,2,0.0,0,0,0,60,75,78,77,83.0,94,26,467,0,10,0,0,0
1025,17:04,"376,04",375,22,0,,486.0,0,0,43,0.0,0,0,0,59,75,78,77,84.0,94,26,467,0,10,0,0,0
1026,17:05,"376,04",375,25,0,,54.0,0,0,43,0.0,0,0,0,57,75,78,78,85.0,94,26,467,0,19,0,0,0
1027,17:06,"376,04",375,21,0,,4437.0,0,"62,54",35,0.0,0,14,0,56,75,78,78,85.0,94,26,466,0,19,19,0,0
1028,17:07,"376,04",375,77,0,,16.0,0,"176,26",172,0.0,21,42,0,56,75,78,78,85.0,94,26,466,0,19,54,0,0
1029,17:08,"376,04",375,84,0,,0.0,0,"176,09",198,0.0,32,42,0,57,75,78,77,82.0,94,26,463,0,19,54,0,0
1030,17:09,"376,04",375,82,0,,600.0,0,"233,06",241,0.0,33,55,0,59,75,78,76,81.0,94,26,463,0,20,72,0,0
1031,17:10,"376,04",375,81,0,,921.0,0,"447,22",776,0.0,41,106,0,61,75,78,76,78.0,94,26,462,31,20,138,0,0
1032,17:11,"376,04",375,82,0,,1142.0,0,"450,55",833,0.0,42,107,0,67,76,78,74,73.0,94,26,462,5,20,139,0,0
1033,17:12,"376,09",376,78,6,,1521.0,"2,19","449,42",854,0.0,42,107,0,71,76,77,73,71.0,94,26,462,21,19,139,0,0
1034,17:13,"376,19",376,65,16,,3189.0,"6,58","451,68",963,0.0,42,108,0,74,75,81,71,69.0,94,26,464,131,19,140,0,0
1035,17:14,"376,27",376,62,17,,3212.0,"6,58","451,68",962,0.0,42,108,0,76,75,81,70,67.0,94,25,463,130,19,140,0,0
1036,17:15,"376,4",376,56,20,,4345.0,"6,58","449,42",1030,0.0,42,107,0,77,75,81,70,65.0,94,25,462,198,19,139,0,0
1037,17:16,"376,51",376,59,19,,3854.0,"6,58","452,8",1003,0.0,42,108,0,78,76,81,70,65.0,94,26,464,171,18,140,0,0
1038,17:17,"376,64",376,59,20,,3665.0,"6,58","451,68",1008,0.0,42,108,0,80,76,81,70,64.0,94,26,465,175,18,140,0,0
1039,17:18,"376,74",376,57,21,,4534.0,"7,23","451,68",1029,0.0,43,108,0,81,75,81,69,63.0,94,26,463,195,18,140,0,0
1040,17:19,"376,88",376,59,22,,3782.0,"8,52","452,8",1012,0.0,43,108,0,83,75,80,69,63.0,94,25,464,179,18,140,0,0
1041,17:20,"377,03",377,52,26,,5259.0,"8,52","451,68",1098,0.0,43,108,0,85,75,80,68,62.0,93,26,463,265,18,140,0,0
1042,17:21,"377,2",377,55,23,,4550.0,"8,52","451,68",1060,0.0,43,108,0,86,75,80,68,62.0,94,26,465,227,18,140,0,0
1043,17:22,"377,37",377,50,29,,5806.0,"8,52","452,8",1127,0.0,43,108,0,87,74,79,68,61.0,94,26,463,294,18,140,0,0
1044,17:23,"377,56",377,49,30,,5993.0,"8,52","451,68",1140,0.0,43,108,0,88,74,79,68,61.0,94,26,464,306,17,140,0,0
1045,17:24,"377,74",377,50,29,,5513.0,"8,52","452,8",1121,0.0,43,108,0,89,74,79,67,61.0,94,26,464,289,17,140,0,0
1046,17:25,"377,91",377,50,27,,5433.0,"6,22","452,8",1120,0.0,43,108,0,90,73,80,67,60.0,93,26,463,287,17,140,0,0
1047,17:26,"378,07",378,52,25,,5040.0,"6,22","452,8",1099,0.0,43,108,0,90,71,81,68,60.0,93,26,463,268,17,140,0,0
1048,17:27,"378,24",378,50,31,,5710.0,"6,22","451,68",1125,0.0,42,108,0,90,70,81,69,61.0,93,27,464,293,17,140,0,0
1049,17:28,"378,43",378,49,32,,5744.0,"6,22","452,8",1138,0.0,43,108,0,90,69,81,69,61.0,93,27,463,305,17,140,0,0
1050,17:29,"378,57",378,54,25,,4560.0,"6,22","452,8",1070,0.0,43,108,0,89,69,81,69,61.0,93,27,462,237,16,140,0,0
1051,17:30,"378,76",378,49,32,,5846.0,"6,22","451,68",1136,0.0,43,108,0,89,69,81,69,61.0,94,27,463,305,16,140,0,0
1052,17:31,"378,94",378,50,29,,5837.0,"5,82","452,8",1137,0.0,43,108,0,89,68,81,69,62.0,94,26,463,305,16,140,0,0
1053,17:32,"379,14",379,49,30,,6126.0,"5,82","452,8",1151,0.0,42,108,0,88,68,81,69,62.0,93,26,461,320,16,140,0,0
1054,17:33,"379,26",379,57,25,,4599.0,"5,82","451,68",1065,0.0,43,108,0,89,68,81,69,62.0,94,26,463,232,16,140,0,0
1055,17:34,"379,42",379,54,26,,5038.0,"5,82","451,68",1087,0.0,43,108,0,89,68,81,69,61.0,94,26,462,254,16,140,0,0
1056,17:35,"379,6",379,49,30,,6287.0,"5,82","452,8",1148,0.0,43,108,0,89,68,81,69,61.0,94,26,462,315,15,140,0,0
1057,17:36,"379,79",379,49,30,,6357.0,"5,86","452,8",1144,0.0,43,108,0,89,68,81,69,61.0,93,26,461,312,15,140,0,0
1058,17:37,"379,96",379,50,31,,5943.0,"5,88","455,09",1136,0.0,43,108,0,89,68,81,69,61.0,93,26,461,303,15,141,0,0
1059,17:38,"380,15",380,48,32,,6408.0,"5,88","453,95",1152,0.0,43,108,0,89,68,81,69,61.0,93,26,461,321,15,140,0,0
1060,17:39,"380,29",380,55,24,,4814.0,"5,88","453,95",1076,0.0,43,108,0,89,68,80,69,62.0,93,27,461,244,15,140,0,0
1061,17:40,"380,47",380,49,31,,5914.0,"5,88","453,95",1138,0.0,43,108,0,89,68,80,69,62.0,93,27,461,307,15,140,0,0
1062,17:41,"380,65",380,50,29,,5953.0,"5,88","456,23",1139,0.0,43,109,0,89,68,80,69,61.0,93,27,460,308,14,141,0,0
1063,17:42,"380,84",380,49,30,,5905.0,"5,83","459,72",1150,0.0,43,109,0,89,68,80,69,61.0,93,27,460,318,14,142,0,0
1064,17:43,"380,94",380,55,20,,4701.0,"5,73","457,39",1102,0.0,43,109,0,89,68,80,69,61.0,93,27,460,270,14,141,0,0
1065,17:44,"381,15",381,54,29,,4930.0,"5,73","458,56",1106,0.0,43,109,0,89,68,80,69,61.0,93,27,460,274,14,142,0,0
1066,17:45,"381,34",381,50,32,,5758.0,"5,73","458,56",1149,0.0,43,109,0,89,68,80,69,61.0,93,27,460,315,14,142,0,0
1067,17:46,"381,53",381,50,30,,5584.0,"5,73","459,72",1142,0.0,43,109,0,89,68,80,69,61.0,93,27,460,310,13,142,0,0
1068,17:47,"381,72",381,50,28,,5587.0,"5,73","465,65",1163,0.0,43,111,0,89,68,81,69,61.0,93,27,461,331,13,144,0,0
1069,17:48,"381,9",381,51,30,,4407.0,"5,58","466,86",1152,0.0,43,111,0,89,68,81,69,61.0,93,27,461,320,13,144,0,0
1070,17:49,"382,08",382,50,30,,4635.0,"5,58","469,28",1173,0.0,43,112,0,89,68,81,69,60.0,93,27,460,342,13,145,0,0
1071,17:50,"382,26",382,50,30,,4854.0,"5,58","472,96",1180,0.0,43,113,0,89,68,81,69,60.0,93,27,460,348,13,146,0,0
1072,17:51,"382,28",382,69,8,,1771.0,"5,58","459,95",1000,0.0,43,109,0,89,68,80,68,60.0,93,26,458,166,13,142,0,0
1073,17:52,"382,43",382,61,24,,3034.0,"5,58","449,42",997,0.0,42,107,0,89,68,80,68,60.0,93,26,458,165,13,139,0,0
1074,17:53,"382,58",382,57,29,,3699.0,"5,58","448,33",1032,0.0,42,107,0,89,68,80,68,60.0,93,27,458,200,12,138,0,0
1075,17:54,"382,76",382,50,29,,5363.0,"5,97","449,42",1112,0.0,42,107,0,88,68,81,68,61.0,93,30,459,279,12,139,0,0
1076,17:55,"382,91",382,51,25,,5014.0,"6,75","450,55",1097,0.0,43,107,0,88,68,80,68,61.0,93,30,458,264,12,139,0,0
1077,17:56,"383,03",383,58,20,,3815.0,"6,75","446,09",1005,0.0,42,106,0,87,68,80,69,61.0,93,30,458,173,12,138,0,0
1078,17:57,"383,2",383,54,25,,4942.0,"6,75","449,42",1069,0.0,42,107,0,87,68,80,69,61.0,93,30,458,236,12,139,0,0
1079,17:58,"383,29",383,57,17,,4055.0,"6,75","449,42",1043,0.0,42,107,0,87,68,80,69,62.0,93,30,459,211,12,139,0,0
1080,17:59,"383,45",383,59,23,,3551.0,"6,75","449,42",1013,0.0,42,107,0,86,68,80,69,62.0,93,30,458,180,12,139,0,0
1081,18:00,"383,56",383,56,24,,4205.0,"6,75","451,68",1049,0.0,42,108,0,86,68,80,69,62.0,93,27,458,217,11,140,0,0
1082,18:01,"383,71",383,57,27,,4193.0,"6,75","451,68",1042,0.0,42,108,0,86,68,80,69,62.0,93,26,458,209,11,140,0,0
1083,18:02,"383,83",383,57,21,,4038.0,"7,39","451,68",1033,0.0,42,108,0,86,68,80,69,62.0,93,26,458,201,11,140,0,0
1084,18:03,"383,95",383,58,22,,3660.0,"7,72","448,31",1014,0.0,42,107,0,86,68,80,69,62.0,93,27,458,180,11,138,0,0
1085,18:04,"384,08",384,59,23,,3860.0,"7,72","446,09",1019,0.0,42,106,0,85,68,80,69,62.0,93,29,457,186,11,138,0,0
1086,18:05,"384,23",384,51,28,,5086.0,"7,72","449,42",1088,0.0,42,107,0,85,68,80,69,62.0,93,27,457,256,11,139,0,0
1087,18:06,"384,43",384,50,31,,5730.0,"7,72","449,42",1115,0.0,42,107,0,85,68,80,69,62.0,93,28,457,282,11,139,0,0
1088,18:07,"384,6",384,50,27,,5623.0,"7,72","450,55",1125,0.0,43,107,0,85,68,80,69,62.0,93,29,457,292,10,139,0,0
1089,18:08,"384,73",384,57,22,,4190.0,"7,72","447,2",1039,0.0,43,106,0,84,68,80,69,62.0,93,27,456,207,10,138,0,0
1090,18:09,"384,9",384,51,28,,5223.0,"6,43","449,42",1100,0.0,43,107,0,84,68,80,69,62.0,93,29,456,268,10,139,0,0
1091,18:10,"385,06",385,52,26,,5193.0,"6,43","449,42",1098,0.0,42,107,0,84,68,80,69,62.0,93,29,456,266,10,139,0,0
1092,18:11,"385,22",385,51,28,,5412.0,"6,43","449,42",1116,0.0,42,107,0,84,68,80,69,62.0,93,29,456,285,10,139,0,0
1093,18:12,"385,41",385,50,28,,5591.0,"6,43","449,42",1125,0.0,42,107,0,84,68,80,69,62.0,93,29,456,293,10,139,0,0
1094,18:13,"385,59",385,51,29,,5541.0,"6,43","451,68",1128,0.0,42,108,0,84,68,80,69,62.0,93,29,456,296,9,140,0,0
1095,18:14,"385,77",385,51,28,,5926.0,"6,43","448,35",1134,0.0,42,107,0,84,68,80,69,62.0,93,29,456,302,9,138,0,0
1096,18:15,"385,83",385,62,12,,3295.0,"5,83","446,09",1008,0.0,42,106,0,84,68,80,69,63.0,93,29,457,177,9,138,0,0
1097,18:16,"386,03",386,54,24,,4676.0,"5,83","446,09",1073,0.0,42,106,0,83,68,80,69,63.0,93,29,456,239,9,138,0,0
1098,18:17,"386,23",386,50,30,,5763.0,"5,83",445,1123,0.0,42,106,0,83,68,80,69,63.0,93,29,456,289,9,137,0,0
1099,18:18,"386,38",386,52,26,,5155.0,"5,83",445,1085,0.0,42,106,0,83,68,80,69,63.0,93,29,456,252,9,137,0,0
1100,18:19,"386,54",386,54,28,,4828.0,"5,83","443,91",1066,0.0,43,106,0,83,68,80,69,63.0,93,29,456,234,8,137,0,0
1101,18:20,"386,73",386,50,28,,5975.0,"5,92","446,09",1119,0.0,44,106,0,82,68,80,69,63.0,93,29,455,287,8,138,0,0
1102,18:21,"386,9",386,51,28,,5346.0,"6,1",445,1090,0.0,44,106,0,82,68,80,69,63.0,93,29,455,257,8,137,0,0
1103,18:22,"387,11",387,51,30,,6074.0,"6,1",445,1123,0.0,43,106,0,82,68,80,69,63.0,93,29,455,291,8,137,0,0
1104,18:23,"387,27",387,55,25,,4839.0,"6,1","448,31",1077,0.0,43,107,0,82,68,80,69,63.0,93,29,455,244,8,138,0,0
1105,18:24,"387,41",387,57,24,,4478.0,"6,1","449,42",1060,0.0,42,107,0,82,68,80,69,63.0,93,29,455,228,8,139,0,0
1106,18:25,"387,57",387,56,22,,4946.0,"6,1","451,68",1082,0.0,42,108,0,82,68,80,69,63.0,93,29,455,251,7,140,0,0
1107,18:26,"387,74",387,56,26,,4683.0,"6,1","449,42",1067,0.0,42,107,0,82,68,80,69,63.0,93,29,455,234,7,139,0,0
1108,18:27,"387,9",387,51,29,,5796.0,"6,02","448,31",1123,0.0,42,107,0,82,68,80,69,63.0,93,29,455,291,7,138,0,0
1109,18:28,"388,04",388,54,23,,5345.0,"6,02","450,55",1098,0.0,42,107,0,82,68,80,69,63.0,93,29,455,266,7,139,0,0
1110,18:29,"388,24",388,53,28,,5782.0,"6,02","449,42",1112,0.0,42,107,0,82,68,80,69,63.0,93,29,455,279,7,139,0,0
1111,18:30,"388,42",388,51,30,,5834.0,"6,02","447,2",1118,0.0,42,106,0,82,68,80,69,63.0,93,29,455,284,7,138,0,0
1112,18:31,"388,6",388,50,29,,6064.0,"6,02","446,09",1127,0.0,42,106,0,82,68,80,69,63.0,93,29,455,296,6,138,0,0
1113,18:32,"388,77",388,51,28,,6034.0,"6,02","446,09",1118,0.0,42,106,0,82,68,80,69,63.0,93,29,455,286,6,138,0,0
1114,18:33,"388,92",388,54,23,,5418.0,"5,83",445,1074,0.0,42,106,0,82,68,80,69,63.0,93,30,455,242,6,137,0,0
1115,18:34,"389,07",389,52,27,,5564.0,"5,83","438,52",1072,0.0,41,104,0,82,68,80,69,63.0,93,30,455,240,6,135,0,0
1116,18:35,"389,18",389,53,24,,5754.0,"5,83","437,46",1068,0.0,42,104,0,81,68,80,69,63.0,93,30,454,236,6,135,0,0
1117,18:36,"389,32",389,60,20,,4406.0,"5,83","442,86",1008,0.0,42,105,0,81,68,80,69,63.0,93,30,454,175,6,137,0,0
1118,18:37,"389,5",389,52,26,,6174.0,"5,83","455,09",1135,0.0,42,108,0,81,68,80,69,63.0,93,30,454,302,6,141,0,0
1119,18:38,"389,66",389,58,23,,4915.0,"5,83","451,69",1060,0.0,42,108,0,81,68,80,69,63.0,93,30,454,228,5,140,0,0
1120,18:39,"389,84",389,52,26,,6631.0,"6,55","449,42",1141,0.0,42,107,0,81,68,80,69,63.0,93,30,454,309,5,139,0,0
1121,18:40,"390,01",390,53,23,,6361.0,"6,55","449,42",1133,0.0,42,107,0,81,68,80,69,63.0,93,29,454,301,5,139,0,0
1122,18:41,"390,17",390,57,26,,5421.0,"6,55","448,31",1081,0.0,42,107,0,81,68,80,69,63.0,93,29,454,247,5,138,0,0
1123,18:42,"390,35",390,51,27,,6407.0,"6,55","449,42",1136,0.0,42,107,0,81,68,80,69,63.0,93,29,454,304,5,139,0,0
1124,18:43,"390,53",390,50,29,,6364.0,"6,55","448,31",1139,0.0,42,107,0,81,67,80,69,63.0,93,30,453,307,4,138,0,0
1125,18:44,"390,71",390,51,28,,6111.0,"6,55","448,31",1126,0.0,42,107,0,81,68,80,69,63.0,93,30,454,293,4,138,0,0
1126,18:45,"390,87",390,53,25,,5910.0,"6,04","449,42",1116,0.0,42,107,0,81,68,80,68,63.0,93,29,453,283,4,139,0,0
1127,18:46,"391,05",391,51,28,,6316.0,"5,78","449,42",1140,0.0,42,107,0,81,68,80,68,63.0,93,29,453,307,4,139,0,0
1128,18:47,"391,24",391,50,28,,6612.0,"5,78","449,42",1153,0.0,42,107,0,81,68,80,68,62.0,93,30,452,320,4,139,0,0
1129,18:48,"391,38",391,52,24,,5928.0,"5,78","449,42",1128,0.0,45,107,0,81,68,80,69,62.0,93,30,453,296,4,139,0,0
1130,18:49,"391,58",391,53,27,,6053.0,"5,78","449,44",1117,0.0,44,107,0,81,68,80,68,62.0,93,30,452,285,3,139,0,0
1131,18:50,"391,74",391,54,24,,5998.0,"5,78","449,42",1114,0.0,42,107,0,81,68,80,68,63.0,93,29,453,282,3,139,0,0
1132,18:51,"391,91",391,51,28,,6614.0,"5,73","449,42",1144,0.0,42,107,0,81,68,80,68,63.0,93,29,453,312,3,139,0,0
1133,18:52,"392,08",392,52,29,,6320.0,"5,73","449,42",1130,0.0,42,107,0,81,68,80,68,63.0,93,28,453,298,3,139,0,0
1134,18:53,"392,26",392,50,30,,6712.0,"5,73","449,42",1152,0.0,42,107,0,81,68,80,68,63.0,93,28,453,321,3,139,0,0
1135,18:54,"392,44",392,53,26,,6508.0,"5,73","448,31",1129,0.0,42,107,0,81,68,80,68,62.0,93,28,452,296,3,138,0,0
1136,18:55,"392,64",392,50,29,,7207.0,"5,73","448,31",1162,0.0,42,107,0,81,67,80,68,62.0,93,27,451,329,2,138,0,0
1137,18:56,"392,8",392,52,28,,6533.0,"5,69","449,42",1130,0.0,42,107,0,81,67,80,68,62.0,93,27,451,298,2,139,0,0
1138,18:57,"392,98",392,54,23,,6335.0,"5,62","449,42",1120,0.0,42,107,0,81,67,80,68,62.0,93,26,451,287,2,139,0,0
1139,18:58,"393,11",393,57,23,,5734.0,"5,62","449,44",1091,0.0,42,107,0,81,67,80,68,62.0,93,26,451,260,2,139,0,0
1140,18:59,"393,26",393,59,19,,5338.0,"5,62","449,42",1070,0.0,42,107,0,81,67,80,68,62.0,93,26,451,239,2,139,0,0
1141,19:00,"393,51",393,51,29,,6649.0,"5,62","449,42",1135,0.0,42,107,0,81,67,80,68,62.0,93,26,451,302,2,139,0,0
1142,19:01,"393,71",393,52,26,,6524.0,"5,62","449,42",1134,0.0,42,107,0,81,67,80,68,62.0,93,26,451,301,1,139,0,0
1143,19:02,"393,89",393,56,24,,5906.0,"5,75","447,2",1100,0.0,42,106,0,81,67,80,68,62.0,93,26,451,267,1,138,0,0
1144,19:03,"394,08",394,52,27,,6717.0,"5,75","448,31",1145,0.0,42,107,0,81,67,80,68,62.0,93,26,451,313,1,138,0,0
1145,19:04,"394,16",394,61,15,,4270.0,"5,75","448,31",1035,0.0,42,107,0,81,67,80,68,62.0,93,26,451,204,1,138,0,0
1146,19:05,"394,22",394,74,6,,1425.0,"5,75","449,42",885,0.0,42,107,0,81,67,80,68,62.0,93,26,451,53,1,139,0,0
1147,19:06,"394,33",394,66,11,,3233.0,"5,75","447,2",962,0.0,42,106,0,81,67,80,68,62.0,93,26,451,130,1,138,0,0
1148,19:07,"394,44",394,65,14,,3335.0,"5,75","447,2",956,0.0,42,106,0,81,68,80,68,62.0,93,26,452,123,1,138,0,0
1149,19:08,"394,76",394,64,16,,3553.0,"6,05","449,42",963,0.0,42,107,0,80,67,80,68,62.0,93,24,450,130,0,139,0,0
1150,19:09,"395,18",395,59,18,,3827.0,"6,65","448,31",985,0.0,42,107,0,80,67,80,68,62.0,93,24,450,153,0,138,0,0
1151,19:10,"395,18",392,78,0,,988.0,"6,65","447,2",844,0.0,42,106,0,80,67,80,68,62.0,93,24,450,15,1,138,0,0
1152,19:11,"395,18",378,80,0,,0.0,0,"449,42",823,0.0,40,107,0,80,67,80,68,62.0,93,24,450,0,11,139,0,0
1153,19:12,"395,18",379,81,0,,332.0,0,"447,2",831,0.0,42,106,0,79,67,80,68,62.0,93,24,449,2,18,138,0,0
1154,19:13,"395,18",393,81,0,,459.0,0,"448,31",840,0.0,44,107,0,79,67,80,68,62.0,93,24,449,8,6,138,0,0
1155,19:14,"395,18",394,68,0,,56.0,0,"332,97",678,0.0,40,79,0,80,67,80,68,62.0,93,23,450,1,0,103,0,0
1156,19:15,"395,18",394,20,0,,86.0,0,0,13,0.0,2,0,0,79,67,80,68,65.0,93,23,452,0,0,0,0,0
1157,19:16,"395,18",394,24,0,,43.0,0,0,12,0.0,0,0,0,71,66,81,70,72.0,93,23,453,0,4,0,0,0
1158,19:17,"395,18",394,25,0,,0.0,0,0,14,0.0,0,0,0,63,65,83,72,76.0,93,23,452,0,11,0,0,0
1159,19:18,"395,18",394,25,0,,16.0,0,0,13,0.0,0,0,0,54,64,85,75,79.0,93,23,450,0,11,0,0,0
1160,19:19,"395,18",394,25,0,,28.0,0,0,12,0.0,0,0,0,49,63,87,76,82.0,93,23,450,0,12,0,0,0
1161,19:20,"395,18",394,25,0,,333.0,0,0,14,0.0,0,0,0,46,61,87,77,83.0,93,23,447,0,20,0,0,0
1162,19:21,"395,18",394,22,0,,2996.0,0,0,13,0.0,0,0,0,44,60,88,78,85.0,93,23,448,0,19,0,0,0
1163,19:22,"395,18",394,21,0,,1668.0,0,0,12,0.0,0,0,0,42,60,88,78,86.0,93,23,447,0,19,0,0,0
1164,19:23,"395,18",394,67,0,,91.0,0,"140,8",66,0.0,4,33,0,42,59,88,79,86.0,93,23,447,0,19,43,0,0
1165,19:24,"395,18",394,83,0,,1233.0,0,"380,2",561,0.0,38,90,0,42,59,88,78,84.0,93,23,444,0,19,117,0,0
1166,19:25,"395,18",395,82,0,,1070.0,0,"447,2",820,0.0,42,106,0,46,61,86,76,80.0,93,23,442,4,19,138,0,0
1167,19:26,"395,51",395,64,12,,3097.0,"4,43","447,2",944,0.0,42,106,0,51,63,85,75,76.0,93,23,443,112,18,138,0,0
1168,19:27,"395,91",395,62,21,,2956.0,"5,45","446,09",944,0.0,41,106,0,55,64,84,74,74.0,93,23,444,112,18,138,0,0
1169,19:28,"396,42",396,59,25,,3079.0,"3,06","447,2",950,0.0,42,106,0,57,66,84,73,72.0,93,23,445,118,18,138,0,0
1170,19:29,"396,88",396,55,24,,4441.0,"3,06","448,31",1006,0.0,42,107,0,59,66,83,72,71.0,93,23,444,174,17,138,0,0
1171,19:30,"397,34",397,55,27,,3634.0,"2,2","446,09",974,0.0,42,106,0,61,67,83,72,70.0,93,23,446,141,17,138,0,0
1172,19:31,"397,85",397,54,25,,4153.0,"2,2","447,2",1008,0.0,42,106,0,63,68,83,71,69.0,93,23,447,175,16,138,0,0
1173,19:32,"398,32",398,53,26,,3834.0,2,"447,2",994,0.0,42,106,0,64,68,83,71,68.0,93,23,447,160,16,138,0,0
1174,19:33,"398,76",398,55,26,,4208.0,"2,06","446,09",1008,0.0,42,106,0,65,68,82,71,67.0,93,23,446,175,15,138,0,0
1175,19:34,"399,21",399,55,18,,4808.0,"2,17","446,09",1030,0.0,42,106,0,67,67,82,70,67.0,93,23,446,198,15,138,0,0
1176,19:35,"399,44",399,58,22,,4604.0,"2,17","447,22",1047,0.0,42,106,0,68,67,81,70,66.0,93,23,445,215,14,138,0,0
1177,19:36,"399,86",399,53,26,,5604.0,"2,55","446,09",1055,0.0,42,106,0,70,67,81,70,66.0,93,23,447,223,14,138,0,0
1178,19:37,"400,25",400,56,24,,4953.0,"2,74","447,2",1030,0.0,42,106,0,71,66,81,69,65.0,93,23,445,198,14,138,0,0
1179,19:38,"400,59",400,58,21,,4569.0,"2,74","446,09",1018,0.0,42,106,0,72,66,81,69,65.0,93,23,446,186,13,138,0,0
1180,19:39,"400,74",400,73,3,,1816.0,"2,93","446,09",893,0.0,42,106,0,73,66,80,69,65.0,93,23,446,63,13,138,0,0
1181,19:40,"400,92",400,72,10,,2078.0,"3,29","448,31",917,0.0,42,107,0,74,66,80,69,64.0,93,23,446,84,13,138,0,0
1182,19:41,"401,23",401,65,16,,3273.0,"3,29","447,2",968,0.0,42,106,0,75,66,80,68,64.0,93,23,446,133,13,138,0,0
1183,19:42,"401,62",401,63,16,,3319.0,"3,29","446,09",985,0.0,42,106,0,75,66,80,68,64.0,93,23,446,153,12,138,0,0
1184,19:43,"402,02",402,58,22,,3463.0,"3,28","446,09",993,0.0,42,106,0,76,66,80,68,63.0,93,23,446,161,12,138,0,0
1185,19:44,"402,43",402,59,17,,3477.0,"3,28","449,42",984,0.0,42,107,0,76,66,80,68,63.0,93,23,446,153,11,139,0,0
1186,19:45,"402,82",402,59,17,,4668.0,"3,28","447,2",1038,0.0,42,106,0,77,66,80,68,63.0,93,23,447,206,11,138,0,0
1187,19:46,"403,23",403,63,17,,3575.0,"2,56","448,31",989,0.0,42,107,0,77,66,79,68,63.0,93,23,446,156,11,138,0,0
1188,19:47,"403,57",403,62,16,,3493.0,"2,56","447,2",991,0.0,42,106,0,77,66,79,67,63.0,93,23,445,159,10,138,0,0
1189,19:48,"403,9",403,66,11,,2798.0,"2,53","448,31",949,0.0,42,107,0,78,66,79,67,62.0,93,23,445,117,10,138,0,0
1190,19:49,"404,18",404,65,16,,2637.0,"2,52","447,2",946,0.0,42,106,0,78,66,79,68,62.0,93,23,446,113,10,138,0,0
1191,19:50,"404,54",404,61,14,,3555.0,"2,52","447,2",990,0.0,42,106,0,79,67,79,67,62.0,93,23,447,158,9,138,0,0
1192,19:51,"404,87",404,68,14,,2803.0,"3,06","447,2",935,0.0,41,106,0,78,67,79,67,62.0,93,23,446,103,9,138,0,0
1193,19:52,"405,14",405,66,11,,2625.0,"3,33","447,2",943,0.0,42,106,0,79,67,79,67,62.0,93,24,447,112,9,138,0,0
1194,19:53,"405,29",405,75,6,,1488.0,"3,33","448,31",878,0.0,42,107,0,79,67,80,67,62.0,93,24,448,47,9,138,0,0
1195,19:54,"405,64",405,63,18,,2939.0,"3,33","449,42",951,0.0,41,107,0,78,67,79,67,62.0,93,24,446,119,8,139,0,0
1196,19:55,"406,05",406,58,23,,4370.0,"3,63","446,09",1019,0.0,42,106,0,78,67,79,67,62.0,93,24,446,187,8,138,0,0
1197,19:56,"406,6",406,55,23,,4332.0,"3,63","446,09",1016,0.0,41,106,0,78,67,79,67,62.0,93,24,446,183,7,138,0,0
1198,19:57,"407,09",407,53,26,,3915.0,"2,49","447,2",1012,0.0,42,106,0,78,67,79,67,62.0,93,24,446,179,7,138,0,0
1199,19:58,"407,63",407,54,24,,3767.0,"1,92","446,09",1016,0.0,42,106,0,78,67,79,67,62.0,93,24,446,185,6,138,0,0
1200,19:59,"408,14",408,54,25,,3833.0,"1,94","446,09",1010,0.0,41,106,0,78,67,79,67,62.0,93,24,446,178,6,138,0,0
1201,20:00,"408,62",408,54,23,,4326.0,"1,94","447,2",1033,0.0,42,106,0,78,67,79,67,62.0,93,24,446,200,5,138,0,0
1202,20:01,"409,15",409,54,24,,4588.0,"2,01","446,09",1053,0.0,41,106,0,78,67,79,67,62.0,93,24,446,221,5,138,0,0
1203,20:02,"409,66",409,55,24,,4332.0,"2,01","447,2",1037,0.0,41,106,0,78,67,79,67,62.0,93,24,446,205,4,138,0,0
1204,20:03,"410,17",410,53,25,,4713.0,"1,94","447,2",1050,0.0,42,106,0,78,67,79,67,62.0,93,24,446,217,4,138,0,0
1205,20:04,"410,69",410,54,24,,3982.0,"1,91","447,2",1016,0.0,42,106,0,78,67,79,67,62.0,93,24,446,183,3,138,0,0
1206,20:05,"411,15",411,57,20,,4373.0,"1,98","446,09",1025,0.0,42,106,0,78,67,79,67,62.0,93,24,446,194,3,138,0,0
1207,20:06,"411,6",411,58,23,,3976.0,"1,98","446,09",1013,0.0,42,106,0,78,67,79,67,62.0,93,24,446,182,2,138,0,0
1208,20:07,"412,03",412,59,18,,4524.0,"2,21","446,09",1039,0.0,42,106,0,78,67,79,67,62.0,93,24,446,205,2,138,0,0
1209,20:08,"412,42",412,59,21,,4162.0,"2,33","446,09",1017,0.0,42,106,0,78,67,79,67,62.0,93,24,446,184,1,138,0,0
