line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
1;00:00;818,06;817,5;64;4;;67;1,66;250,57;1947;0;52;0;83;;;6;147,27;50,15;25,28;10;222,7;10;10;58;0
2;00:01;818,54;818,5;62;6;;388;3,14;250,09;1989;0;53;0;83;;;6;147,27;66,37;25,28;11,19;238,92;10;10;58;0
3;00:02;819,39;818,5;59;9;;544;3,14;250,57;2082;0;55;0;83;;;6;94,2;66,37;32,14;11,19;192,71;10;10;58;0
4;00:03;820,11;819,5;59;8;;524;1,52;248,64;2075;0;52;0;83;;;6;95,26;58,38;32,14;10,64;185,78;10;10;58;0
5;00:04;820,65;820,5;62;6;;517;1,54;250,57;2041;0;53;0;83;;;6;95,26;55,39;8,62;10,64;159,27;10;10;58;0
6;00:05;820,89;820,5;66;1;;108;1,55;250,1;1937;0;55;0;83;;;6;78,16;72,07;37,66;10;187,89;13,89;10;59;0
7;00:06;821,15;820,5;66;3;;108;1,55;250,57;1922;0;55;0;83;;;6;114,06;58,48;14,02;10;186,56;10;10;59;0
8;00:07;821,77;821,5;59;10;;801;2,76;251,54;2099;0;54;0;84;;;6;114,06;58,48;14,02;10;186,56;10;10;59;0
9;00:08;822,53;822,5;56;13;;1082;2,32;249,6;2138;0;53;0;83;;;6;78,55;61,06;13,69;12,41;153,3;10;10;59;0
10;00:09;823,06;822,5;59;8;;789;1,44;252,04;2114;0;52;0;84;;;6;94,7;67,44;41,41;26,02;203,55;10;10;59;0
11;00:10;823,7;823,5;58;9;;907;1,64;248,64;2095;0;53;0;83;;;6;133,98;67,44;41,41;26,02;242,83;10;10;59;0
12;00:11;824,35;823,5;58;8;;866;1,74;251,54;2112;0;55;0;84;;;6;133,98;64,65;27,42;22,9;226,05;10;10;59;0
13;00:12;825,01;824,5;59;8;;717;1,43;250,09;2104;0;56;0;83;;;6;116,8;47,79;28,41;10;193;10;10;59;0
14;00:13;825,57;825,5;60;8;;636;1,5;249,61;2072;0;54;0;83;;;6;143,26;76,64;6,53;10,31;226,43;10;10;59;0
15;00:14;825,57;824,5;49;0;;13;0,5;147,94;1336;0;55;0;49;;;6;143,26;76,64;3,44;25,61;223,34;10;10;59;0
16;00:15;825,57;824,5;25;0;;489;0;0;0;0;56;0;0;;;6;90,08;73,1;8,72;25,61;171,9;10;10;59;0
17;00:16;825,57;824,5;24;0;;0;0;0;0;0;53;0;0;;;6;107,35;68,21;39,2;14,88;214,76;10;10;54;0
18;00:17;825,57;824,5;24;0;;0;0;0;0;0;56;0;0;;;6;107,44;68,21;39,2;10;214,85;10;10;50;0
19;00:18;825,57;824,5;24;0;;0;0;0;0;0;55;0;0;;;6;107,44;41,42;8,18;10;157,04;10;10;46;0
20;00:19;825,57;824,5;24;0;;0;0;0;0;0;54;0;0;;;6;93,16;54,99;16,31;10;164,46;10;10;43;0
21;00:20;825,57;824,5;22;0;;396;0;0;0;0;0;0;0;;;6;90,12;66;16,81;10;172,93;10;10;42;0
22;00:21;825,57;824,5;41;0;;517;0;39,58;21;0;0;0;13;;;6;104,45;66,59;23,59;10;194,63;10;10;40;0
23;00:22;825,57;824,5;71;0;;0;0;191,45;828;0;26;0;63;;;6;104,45;66,59;23,59;34,21;194,63;22,05;10;40;0
24;00:23;825,57;824,5;69;0;;0;0;300,68;2384;0;36;0;100;;;6;88,9;52,55;42,87;34,21;184,32;22,05;10;41;0
25;00:24;825,57;824,5;70;0;;0;0;242,73;1326;0;21;0;81;;;6;88,9;52,55;42,87;10;184,32;10;10;46;0
26;00:25;825,57;824,5;71;0;;0;0;8,73;0;0;0;0;2;;;6;55,64;49,67;33,22;10;138,53;10;10;48;0
27;00:26;825,57;824,5;71;0;;0;0;0;0;0;0;0;0;;;6;62,93;46,15;54,14;10;163,22;10;14,77;45;0
28;00:27;825,57;824,5;72;0;;0;0;0;0;0;0;0;0;;;6;107,38;58,79;5,85;23,03;172,02;10;10;42;0
29;00:28;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;107,38;58,79;45,77;23,03;211,94;10;26,14;40;0
30;00:29;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;91,27;63,04;45,77;14,83;200,08;10;26,14;39;0
31;00:30;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;72,57;63,04;25,02;14,83;160,63;16,42;10;39;0
32;00:31;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;119,87;50,47;25,02;10;195,36;16,42;10;38;0
33;00:32;825,57;824,5;72;0;;0;0;0;0;0;0;0;0;;;6;119,87;50,47;22,53;10;192,87;10;10;38;0
34;00:33;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;49,73;49,06;12,88;10;111,67;10;10;38;0
35;00:34;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;98,9;59,83;12,56;28,1;171,29;10;10;38;0
36;00:35;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;117,96;64,46;12,56;28,1;194,98;10;10;38;0
37;00:36;825,57;824,5;73;0;;0;0;0;0;0;0;0;0;;;6;117,96;64,46;24,55;12,06;206,97;10;10;38;0
38;00:37;825,57;824,5;73;0;;0;0;83,77;160;0;6;0;27;;;6;101,93;63,17;46,19;10;211,29;10;18,18;38;0
39;00:38;825,57;824,5;71;0;;0;0;258,11;1416;0;30;0;86;;;6;87,59;63,17;46,19;10;196,95;10;18,18;38;0
40;00:39;825,57;824,5;70;0;;0;0;298,6;2456;0;36;0;99;;;6;75,39;61,84;26;10;163,23;10;10;41;0
41;00:40;825,57;824,5;69;0;;0;0;299,29;2480;0;36;0;100;;;6;79,29;38,39;30,21;10;147,89;10;10;46;0
42;00:41;825,84;825,5;68;0;;13;1,5;297,23;2473;0;36;0;99;;;6;93,77;55,78;24,54;10;174,09;10;10;49;0
43;00:42;826,32;825,5;63;7;;585;1,92;299,29;2622;0;36;0;100;;;6;106,83;55,78;24,54;17,65;187,15;10;10;52;0
44;00:43;826,93;826,5;59;7;;724;2,78;298,6;2721;0;36;0;99;;;6;106,83;62,41;17,87;17,65;187,11;10;10;54;0
45;00:44;827,71;827,5;61;7;;600;2,36;297,91;2676;0;36;0;99;;;6;100,86;62,41;49,24;10;212,51;12,54;10;56;0
46;00:45;828,52;828,5;61;6;;733;1,54;299,29;2706;0;36;0;100;;;6;97,09;41,58;49,24;10;187,91;12,54;12,28;58;0
47;00:46;829,27;828,5;59;9;;1095;1,31;298,6;2759;0;36;0;99;;;6;97,09;41,58;1,27;10;139,94;10;12,28;59;0
48;00:47;830,11;829,5;59;8;;1175;1,17;298,6;2743;0;36;0;99;;;6;91,55;65,22;25,57;10;182,34;10;10;60;0
49;00:48;830,89;830,5;61;5;;519;1,26;299,29;2722;0;36;0;100;;;6;99,44;52,78;18,23;10;170,45;18,68;10;61;0
50;00:49;831,67;831,5;62;7;;585;1,25;297,91;2673;0;35;0;99;;;6;99,44;52,78;18,23;10;170,45;18,68;10;61;0
51;00:50;832,15;831,5;61;8;;643;1,23;297,91;2683;0;36;0;99;;;6;106,35;66,8;34,94;10;208,09;10;10;62;0
52;00:51;832,56;832,5;60;9;;605;1,68;299,29;2672;0;36;0;100;;;6;106,35;66,8;34,94;10;208,09;10;10;62;0
53;00:52;833,14;832,5;59;6;;1029;1,68;298,6;2722;0;36;0;99;;;6;115,03;61,47;33,17;10;209,67;10;10;63;0
54;00:53;833,68;833,5;57;12;;814;2;297,91;2741;0;36;0;99;;;6;115,03;61,47;33,17;10;209,67;10;10;63;0
55;00:54;834,12;833,5;57;11;;928;2;299,29;2727;0;36;0;100;;;6;114,99;55,16;13,64;10;183,79;10;10;63;0
56;00:55;834,2;833,5;62;5;;173;2;298,6;2564;0;36;0;99;;;6;98,73;45,01;44,85;10;188,59;10;11,8;63;0
57;00:56;834,54;834,5;57;12;;729;2,95;299,29;2688;0;36;0;100;;;6;101,89;62,56;44,85;15,65;209,3;10;11,8;63;0
58;00:57;834,94;834,5;55;13;;1042;2,95;297,91;2747;0;36;0;99;;;6;101,89;62,56;21,04;15,65;185,49;10;10;63;0
59;00:58;835,34;834,5;54;14;;1203;2,95;299,3;2782;0;36;0;100;;;6;84,59;57,08;20,65;10;162,32;10;10;64;0
60;00:59;835,7;835,5;57;10;;837;2,66;299,29;2719;0;36;0;100;;;6;111,59;58,81;23,25;10;193,65;10;10;64;0
61;01:00;836,16;835,5;62;9;;401;2,66;298,6;2606;0;36;0;99;;;6;111,59;58,81;23,25;10;193,65;10;10;64;0
62;01:01;836,74;836,5;58;12;;1024;2,5;299,29;2709;0;36;0;100;;;6;100,29;56,25;34,26;10;190,8;10;10;64;0
63;01:02;837,36;836,5;58;8;;817;2,42;298,6;2705;0;36;0;99;;;6;94,97;60,73;33,42;12,68;189,12;10;10;64;0
64;01:03;837,89;837,5;61;7;;618;1,59;297,91;2643;0;36;0;99;;;6;105,6;63,59;33,42;12,68;202,61;10;10;64;0
65;01:04;838,65;838,5;60;7;;660;1,66;299,29;2686;0;36;0;100;;;6;105,6;63,59;16,75;23;185,94;10;10;64;0
66;01:05;839,23;838,5;61;8;;433;1,7;297,91;2632;0;36;0;99;;;6;102,01;63,5;30,43;23;195,94;10;10;63;0
67;01:06;839,85;839,5;60;9;;639;1,55;298,6;2664;0;36;0;99;;;6;108,61;59,22;30,43;22,78;198,26;10;10,84;63;0
68;01:07;840,64;840,5;60;6;;1009;1,52;299,29;2700;0;36;0;100;;;6;108,61;45,55;4,89;10;159,05;10;10,84;63;0
69;01:08;841,39;840,5;61;6;;990;1,36;298,6;2688;0;36;0;99;;;6;97,94;50,89;5,59;10;154,42;10;10;63;0
70;01:09;842,09;841,5;62;6;;700;1,16;299,29;2636;0;36;0;100;;;6;108,71;57,37;9,75;10;175,83;10,42;10;63;0
71;01:10;842,51;842,5;65;0;;363;1,55;299,29;2560;0;36;0;100;;;6;120,91;64,19;14,89;10;199,99;10,42;10;63;0
72;01:11;843,02;842,5;63;6;;400;1,55;299,29;2595;0;36;0;100;;;6;120,91;64,19;24,12;10;209,22;10;10;63;0
73;01:12;843,73;843,5;61;7;;754;2,1;297,23;2632;0;36;0;99;;;6;100,87;48,74;24,12;10;173,73;10;10;63;0
74;01:13;844,29;843,5;64;3;;350;2,1;297,91;2602;0;35;0;99;;;6;105,14;55,31;16,7;10;177,15;10;16,14;62;0
75;01:14;844,87;844,5;66;1;;359;1,62;297,91;2535;0;36;0;99;;;6;105,14;55,31;1,81;10;162,26;10;16,14;62;0
76;01:15;844,87;843,5;69;1;;5;1,62;242,93;2312;0;35;0;81;;;6;107,15;52,9;22,06;34,21;182,11;10;10;62;0
77;01:16;844,87;843,5;70;0;;0;0;126,39;614;0;24;0;42;;;6;76,62;29,71;52,63;10;158,96;13,09;10;62;0
78;01:17;844,87;843,5;54;0;;17;0;42,01;241;0;11;0;14;;;6;76,62;48,4;52,63;10;177,65;13,09;10;59;0
79;01:18;844,87;843,5;23;0;;37;0;0;0;0;0;0;0;;;6;86,12;54,88;36,11;40,73;177,11;10;10;55;0
80;01:19;844,87;843,5;24;0;;0;0;0;0;0;0;0;0;;;6;99,34;56,38;36,11;40,73;191,83;10;10;50;0
81;01:20;844,87;843,5;24;0;;9;0;0;0;0;0;0;0;;;6;99,34;56,38;25,95;10;181,67;10;24,07;46;0
82;01:21;844,87;843,5;24;0;;947;0;0;0;0;0;0;0;;;6;88,87;49,99;25,95;10;164,81;10;24,07;43;0
83;01:22;844,87;843,5;57;0;;181;0;143,56;184;0;4;0;47;;;6;86,27;42,89;6,5;10;135,66;10;14,52;41;0
84;01:23;844,87;843,5;70;0;;0;0;301,38;2277;0;35;0;100;;;6;79,4;63,41;30,35;10;173,16;16,13;10;40;0
85;01:24;844,87;843,5;70;0;;0;0;301,39;2471;0;35;0;100;;;6;113,83;63,41;30,35;25,22;207,59;16,13;10;44;0
86;01:25;844,87;843,5;70;0;;0;0;299,99;2462;0;35;0;100;;;6;113,83;53,29;18,93;25,22;186,05;10;10;48;0
87;01:26;844,87;843,5;71;0;;0;0;231,36;2135;0;34;0;77;;;6;107,34;46,42;19,54;10;173,3;10;10;51;0
88;01:27;844,87;843,5;74;0;;0;0;42,25;38;0;0;0;14;;;6;107,34;47,53;27,56;10;182,43;10;10;52;0
89;01:28;844,87;843,5;71;0;;0;0;305,66;1984;0;33;0;102;;;6;99,47;47,53;27,56;10;174,56;10;10;49;0
90;01:29;844,87;843,5;70;0;;0;0;308,58;2560;0;36;0;103;;;6;101,27;53,31;13,28;10;167,86;10;10;49;0
91;01:30;844,87;843,5;71;0;;0;0;231,39;2057;0;32;0;77;;;6;116,79;76,7;8,22;12,93;201,71;10;10;51;0
92;01:31;844,87;843,5;74;0;;0;0;58,16;101;0;3;0;19;;;6;116,79;76,7;7,98;12,93;201,47;10;10;53;0
93;01:32;844,87;843,5;70;0;;0;0;302,8;2108;0;34;0;101;;;6;111,23;51,24;20,44;10;182,91;10;10;50;0
94;01:33;844,87;843,5;70;0;;0;0;302,8;2490;0;35;0;101;;;6;96,96;53,21;20,44;10;170,61;10;10;50;0
95;01:34;844,87;843,5;70;0;;0;0;302,8;2489;0;36;0;101;;;6;96,96;64,59;19,59;10;181,14;16,74;10;52;0
96;01:35;844,87;843,5;70;0;;0;0;302,8;2500;0;36;0;101;;;6;75,16;64,59;19,59;10;159,34;16,74;10;54;0
97;01:36;844,97;844,5;70;0;;0;0,54;302,09;2494;0;36;0;100;;;6;66,55;56,05;17,47;19,96;140,07;10;10;56;0
98;01:37;845,39;844,5;66;2;;288;2,17;297,96;2541;0;36;0;99;;;6;45,65;53,99;26,26;10;125,9;10;10;57;0
99;01:38;846,25;845,5;63;7;;642;2,44;293,18;2563;0;35;0;97;;;6;65,14;60,21;26,26;10;151,61;10;10;58;0
100;01:39;847,23;846,5;60;6;;903;1,41;293,85;2662;0;35;0;98;;;6;111,54;60,21;23,29;10;195,04;10;10;59;0
101;01:40;847,53;847,5;69;0;;23;0,98;295,19;2443;0;35;0;98;;;6;113,91;67,2;17,8;10;198,91;10;10;59;0
102;01:41;848;847,5;65;2;;344;0,98;293,85;2532;0;35;0;98;;;6;113,91;67,2;16,27;19,22;197,38;10;10;60;0
103;01:42;848,52;848,5;66;2;;317;2,03;295,19;2510;0;36;0;98;;;6;111,01;61,81;16,27;19,22;189,09;10;10;60;0
104;01:43;849;848,5;66;1;;212;2,56;294,52;2516;0;36;0;98;;;6;80,78;53,25;3,41;24,86;137,44;10;10;60;0
105;01:44;849,54;849,5;66;2;;350;2,38;293,18;2538;0;36;0;97;;;6;91,51;68,88;9,89;18,9;170,28;10;10;60;0
106;01:45;849,87;849,5;63;5;;280;2,02;295,87;2566;0;36;0;98;;;6;98,41;68,88;18,82;18,9;186,11;10;10;60;0
107;01:46;850,05;849,5;69;2;;157;2,02;293,18;2424;0;36;0;97;;;6;99,54;59,12;37,01;16,27;195,67;10;10;60;0
108;01:47;850,41;849,5;69;2;;67;2,45;294,52;2428;0;35;0;98;;;6;99,54;48,62;37,01;18,87;185,17;10;10;60;0
109;01:48;851,52;851,5;63;2;;825;3,3;293,85;2612;0;35;0;98;;;6;99,54;48,62;14,9;18,87;163,06;10;10,34;60;0
110;01:49;852,73;852,5;61;7;;793;0,87;294,52;2638;0;35;0;98;;;6;81,86;37,79;14,9;10;134,55;10;10,34;61;0
111;01:50;854,13;853,5;61;8;;936;0,83;294,52;2665;0;35;0;98;;;6;122,34;41,23;11,16;25,81;174,73;10;10;61;0
112;01:51;854,96;854,5;60;6;;929;0,77;293,85;2698;0;35;0;98;;;6;102,14;60,54;36,16;10;198,84;10;10;61;0
113;01:52;856,01;855,5;60;4;;858;1,17;295,87;2690;0;35;0;98;;;6;102,14;60,54;36,16;10;198,84;10;10;61;0
114;01:53;857,16;856,5;60;7;;1145;0,97;294,52;2694;0;35;0;98;;;6;87,27;63,42;27,21;15,97;177,9;10;10;61;0
115;01:54;858,23;857,5;60;8;;1027;0,9;293,85;2680;0;35;0;98;;;6;149,53;63,42;35,96;17,3;248,91;10;10;61;0
116;01:55;858,67;858,5;61;7;;508;0,94;299,3;2669;0;36;0;100;;;6;149,53;67,7;35,96;17,3;253,19;10;10;61;0
117;01:56;859,3;858,5;64;5;;554;1,27;298,6;2622;0;36;0;99;;;6;60,7;67,7;22,15;10;150,55;10;10;60;0
118;01:57;859,86;859,5;62;4;;675;1,92;299,29;2675;0;36;0;100;;;6;137,41;52,87;39,05;10;229,33;10;10;61;0
119;01:58;860,49;859,5;60;11;;852;1,84;298,6;2700;0;36;0;99;;;6;137,41;52,87;39,05;10;229,33;11,1;10;60;0
120;01:59;861,29;860,5;63;5;;532;1,7;299,29;2637;0;35;0;100;;;6;99,63;43,29;40,83;10;183,75;11,1;10;61;0
121;02:00;861,88;861,5;64;5;;477;1,29;298,6;2614;0;36;0;99;;;6;104,53;57,99;40,83;25,39;203,35;14,05;10;61;0
122;02:01;862,63;862,5;62;6;;657;1,51;299,99;2616;0;35;0;100;;;6;104,53;57,99;18,65;25,39;181,17;14,05;10;61;0
123;02:02;863,75;863,5;60;12;;930;1,41;299,29;2723;0;35;0;100;;;6;76,07;42,79;9,98;10;128,84;10;10;61;0
124;02:03;864,42;863,5;64;4;;394;0,99;299,99;2634;0;36;0;100;;;6;84,14;61,41;15,31;14,51;160,86;10;10;61;0
125;02:04;864,42;863,5;37;0;;39;0;98,94;1001;0;19;0;33;;;6;98,83;54,04;11,7;18,92;164,57;10;10;62;0
126;02:05;864,42;863,5;23;0;;289;0;0;0;0;0;0;0;;;6;98,83;54,04;11,7;34,7;164,57;10,53;10;60;0
127;02:06;864,42;863,5;23;0;;0;0;0;0;0;0;0;0;;;6;116,29;48,85;16,13;34,7;181,27;10,53;10;54;0
128;02:07;864,42;863,5;24;0;;0;0;0;0;0;0;0;0;;;6;116,29;53,01;28,14;18,18;197,44;10;10;49;0
129;02:08;864,42;863,5;24;0;;0;0;0;0;0;0;0;0;;;6;109,28;60,39;28,14;18,18;197,81;15,52;10;45;0
130;02:09;864,42;863,5;23;0;;0;0;0;0;0;0;0;0;;;6;95,55;60,39;1,89;10;157,83;15,52;10;42;0
131;02:10;864,42;863,5;22;0;;1395;0;0;0;0;0;0;0;;;6;100,02;46,9;28,51;19,1;175,43;15,25;10;40;0
132;02:11;864,42;863,5;68;0;;0;0;164,21;561;0;11;0;54;;;6;83,15;27,48;7,74;10;118,37;10;10;39;0
133;02:12;864,53;864,5;70;0;;0;0,33;304,22;2443;0;36;0;101;;;6;83,15;44,38;24,85;10;152,38;15,91;10;40;0
134;02:13;865,46;864,5;64;5;;483;1,09;306,38;2750;0;36;0;102;;;6;82,34;50,6;24,85;10;157,79;15,91;10;44;0
135;02:14;866,29;865,5;65;5;;443;1,27;304,94;2754;0;36;0;101;;;6;109,86;50,6;17,03;10;177,49;10;10;48;0
136;02:15;866,89;866,5;65;5;;302;1,23;303,5;2703;0;36;0;101;;;6;130,95;49,26;23,91;10;204,12;10;10;51;0
137;02:16;867,65;867,5;64;6;;554;1,42;304,94;2764;0;36;0;101;;;6;130,95;48,77;23,91;10;203,63;10;10;53;0
138;02:17;868,48;867,5;63;6;;660;1,43;303,5;2761;0;37;0;101;;;6;92,01;48,92;23,47;10;164,4;10;10;55;0
139;02:18;869,06;868,5;64;5;;521;1,23;305,67;2766;0;36;0;102;;;6;61,05;38,1;28,36;16,11;127,51;10;10;56;0
140;02:19;869,44;868,5;64;6;;404;1,56;304,95;2736;0;36;0;101;;;6;88,14;58,68;28,36;16,11;175,18;10;10;57;0
141;02:20;869,79;869,5;63;6;;478;1,73;304,22;2722;0;36;0;101;;;6;116,9;58,68;19,13;10;194,71;10;10;59;0
142;02:21;870,58;870,5;63;7;;566;2,02;304,94;2768;0;36;0;101;;;6;116,9;44,18;39,14;10;200,22;10;10;60;0
143;02:22;871,37;870,5;63;6;;553;2,17;304,94;2760;0;36;0;101;;;6;105,92;44,13;39,14;10;189,19;10;10;61;0
144;02:23;872,06;871,5;63;6;;600;1,25;304,22;2750;0;36;0;101;;;6;105,92;44,13;8,66;10;158,71;10;10;61;0
145;02:24;872,61;872,5;64;5;;393;1,41;305,66;2730;0;36;0;102;;;6;89,74;47,3;20,53;10;157,57;10;10;62;0
146;02:25;872,86;872,5;63;6;;239;1,41;305,66;2682;0;36;0;102;;;6;109,42;41,53;1,33;19,56;152,28;10;10;62;0
147;02:26;873,07;872,5;62;8;;311;1,41;307,11;2699;0;36;0;102;;;6;109,42;41,53;35,01;19,56;185,96;10;10;62;0
148;02:27;873,26;872,5;59;11;;389;2,15;304,22;2710;0;36;0;101;;;6;135,47;53,34;35,01;15,56;223,82;10;10;63;0
149;02:28;873,74;873,5;63;7;;427;3,64;304,94;2734;0;36;0;101;;;6;135,47;56,04;27,52;10,27;219,03;10;10;63;0
150;02:29;874,4;873,5;64;6;;179;3,64;305,66;2705;0;36;0;102;;;6;107,05;56,04;32,25;10,27;195,34;10;10;63;0
151;02:30;875,12;874,5;63;7;;135;1,81;303,5;2696;0;36;0;101;;;6;107,05;55,61;32,25;10;194,91;10;10;63;0
152;02:31;875,74;875,5;63;6;;195;1,6;306,38;2707;0;36;0;102;;;6;86,33;53,56;14,47;10;154,36;10;10;63;0
153;02:32;876,66;876,5;61;9;;389;1,43;305,67;2752;0;36;0;102;;;6;111,29;43,42;6,84;10;161,55;10;10;63;0
154;02:33;877,46;876,5;61;10;;402;1,24;305,66;2751;0;36;0;102;;;6;111,29;43,42;19,53;10;174,24;10;10;64;0
155;02:34;877,91;877,5;60;10;;313;1,14;305,67;2749;0;36;0;102;;;6;94,04;52,94;36,21;10;183,19;10;10;64;0
156;02:35;878,89;878,5;60;9;;496;1,63;303,5;2756;0;36;0;101;;;6;72,17;52,94;36,21;10;161,32;10;10;64;0
157;02:36;879,74;879,5;63;7;;270;1,48;305,66;2740;0;36;0;102;;;6;115,57;48,04;19,76;18,8;183,37;10;10;63;0
158;02:37;880,22;879,5;60;10;;253;1,3;304,94;2747;0;36;0;101;;;6;115,57;45,48;19,76;18,8;180,81;10;10;63;0
159;02:38;881,11;880,5;63;5;;211;1,56;305,67;2713;0;36;0;102;;;6;53,16;40,61;29,67;10;123,44;10;10;63;0
160;02:39;881,92;881,5;63;7;;174;1,25;305,66;2715;0;36;0;102;;;6;69,53;48,87;12,22;10;130,62;10;10;63;0
161;02:40;882,53;882,5;63;8;;279;1,27;305,66;2730;0;36;0;102;;;6;89,44;48,87;23,85;10;162,16;10;10;63;0
162;02:41;883,21;882,5;63;6;;346;1,36;305,66;2749;0;36;0;102;;;6;89,44;51,41;23,85;10;164,7;10;10;63;0
163;02:42;883,68;883,5;64;5;;243;1,56;304,94;2699;0;36;0;101;;;6;100,23;51,41;33,26;10;184,9;10;10;63;0
164;02:43;883,68;882,5;69;0;;0;1,04;277,49;2519;0;36;0;92;;;6;100,23;41,89;33,26;10;175,38;10;10;63;0
165;02:44;883,68;882,5;26;0;;361;0;27,31;340;0;10;0;9;;;6;96,27;41,89;24,82;10;162,98;10;10;62;0
166;02:45;883,68;882,5;23;0;;0;0;0;0;0;0;0;0;;;6;142,71;64,12;31,36;16,18;238,19;10;10;59;0
167;02:46;883,68;882,5;24;0;;0;0;0;0;0;0;0;0;;;6;89,18;46,71;31,78;10;167,67;10;10;53;0
168;02:47;883,68;882,5;24;0;;0;0;0;0;0;0;0;0;;;6;89,18;49,12;31,78;10;170,08;10;14,68;48;0
169;02:48;883,68;882,5;24;0;;246;0;0;0;0;0;0;0;;;6;101,29;53,52;26,83;10;181,64;10;14,68;44;0
170;02:49;883,68;882,5;47;0;;1083;0;59,61;87;0;1;0;19;;;6;101,29;53,81;36,57;20,45;191,67;10,84;10;41;0
171;02:50;883,73;883,5;71;0;;0;0,52;301,45;2110;0;34;0;100;;;6;87,32;53,81;36,57;20,45;177,7;10,84;10;40;0
172;02:51;884,64;884,5;60;13;;782;2,02;298,6;2706;0;36;0;99;;;6;79,82;35,04;0,08;10;114,94;10;10;43;0
173;02:52;885,42;884,5;60;12;;688;2,25;298,6;2725;0;36;0;99;;;6;81,06;53,82;18,69;21,63;153,57;10;10;47;0
174;02:53;886,02;885,5;59;10;;678;1,26;297,23;2742;0;36;0;99;;;6;73,91;64,96;39,67;10;178,54;10;10;49;0
175;02:54;886,55;886,5;60;9;;720;1,47;298,6;2731;0;35;0;99;;;6;73,91;64,96;39,67;10;178,54;10;10;51;0
176;02:55;887,06;886,5;59;9;;424;1,58;297,23;2724;0;35;0;99;;;6;73,68;69,3;24;10;166,98;10;10;53;0
177;02:56;887,72;887,5;61;8;;632;1,93;299,29;2727;0;36;0;100;;;6;73,68;69,3;24;23,32;166,98;10;10;55;0
178;02:57;888,5;888,5;63;8;;308;1,93;297,91;2688;0;36;0;99;;;6;111,1;50,91;24,01;23,32;186,02;10;10;56;0
179;02:58;889,44;888,5;61;7;;492;1,41;297,91;2690;0;36;0;99;;;6;111,1;50,91;24,01;10;186,02;10;10;56;0
180;02:59;889,75;889,5;66;3;;139;1,04;297,91;2610;0;36;0;99;;;6;84,32;39,04;18,22;10;141,58;10;10;57;0
181;03:00;890,34;889,5;65;5;;255;1,39;297,91;2615;0;35;0;99;;;6;112,35;23,3;16,95;10;152,6;10;10;58;0
182;03:01;891,07;890,5;62;8;;386;2,1;298,6;2682;0;36;0;99;;;6;112,35;43,72;23,95;13,37;180,02;13,08;10;59;0
183;03:02;891,9;891,5;60;10;;712;1,58;297,91;2733;0;35;0;99;;;6;71,37;51,13;23,95;13,37;146,45;13,08;10;59;0
184;03:03;892,5;891,5;58;12;;814;1,29;297,91;2753;0;36;0;99;;;6;91,84;59,3;34,2;10;185,34;10;10;59;0
185;03:04;892,92;892,5;59;11;;806;1,21;298,6;2740;0;36;0;99;;;6;102,74;59,3;34,2;15,48;196,24;10;10;59;0
186;03:05;893,29;892,5;57;13;;885;1,63;297,91;2744;0;36;0;99;;;6;102,74;31,08;13,73;15,48;147,55;10;10;60;0
187;03:06;894,01;893,5;59;10;;750;2,48;297,91;2754;0;36;0;99;;;6;75,11;71,93;8,94;10;155,98;10;10;60;0
188;03:07;894,59;894,5;65;4;;128;1,79;297,91;2645;0;35;0;99;;;6;45,09;47,42;18,99;10;111,5;10;10;60;0
189;03:08;895,21;894,5;65;5;;261;1,45;298,6;2644;0;36;0;99;;;6;97,88;51,91;18,99;10;168,78;10;10;60;0
190;03:09;895,89;895,5;64;6;;228;1,69;298,6;2665;0;36;0;99;;;6;97,88;51,91;22,97;10;172,76;10;10;60;0
191;03:10;896,49;895,5;63;7;;419;1,64;297,23;2668;0;36;0;99;;;6;117,45;46,74;28,92;10;193,11;10;10;60;0
192;03:11;897,11;896,5;60;11;;731;1,52;299,29;2727;0;36;0;100;;;6;117,45;48,47;28,92;10;194,84;15,94;10;61;0
193;03:12;897,82;897,5;61;10;;516;1,68;297,92;2715;0;36;0;99;;;6;89,52;48,47;9,59;10;147,58;15,94;10;61;0
194;03:13;898,55;898,5;62;8;;368;1,54;298,6;2700;0;36;0;99;;;6;91,12;50,31;37,47;10;178,9;16,8;10;61;0
195;03:14;899,15;898,5;59;10;;683;1,26;297,91;2738;0;35;0;99;;;6;107,14;50,69;15,13;10;172,96;10;10;61;0
196;03:15;899,84;899,5;62;5;;470;1,6;298,6;2691;0;35;0;99;;;6;107,14;55,15;23,13;10;185,42;10;10;61;0
