line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
683;11:22;1025,84;1025,5;68;5;;1361;2,72;299,3;2834;3166;36;0;100;;;6;72,42;57,4;30,4;10;160,22;10;10;49;0
684;11:23;1026,62;1026,5;70;5;;1385;2,37;299,29;2868;3129;36;0;100;;;6;50,64;54,15;29,11;10;133,9;10;10;51;0
685;11:24;1027,16;1026,5;68;9;;1380;1,65;298,6;2862;3113;36;0;99;;;6;80,38;66;29,11;10;175,49;10;10;52;0
686;11:25;1027,48;1026,5;64;8;;1450;1,63;299,99;2897;3109;36;0;100;;;6;80,38;66;27,46;10;173,84;10;10;54;0
687;11:26;1027,87;1027,5;65;10;;1326;1,62;301,41;2874;3084;36;0;100;;;6;140,24;56,36;37,29;10;233,89;10;10;55;0
688;11:27;1028,38;1027,5;67;6;;1413;1,93;300,7;2852;3073;36;0;100;;;6;81,89;30,69;6,56;13,71;119,14;10;10;56;0
689;11:28;1028,78;1028,5;64;10;;1359;2,55;294,33;2802;3048;36;0;98;;;6;107,77;51,87;14,82;13,71;174,46;10;10;56;0
690;11:29;1029,01;1028,5;65;12;;1222;2,55;292,22;2683;3050;36;0;97;;;6;107,77;51,87;14,82;25,79;174,46;10;10;57;0
691;11:30;1029,22;1027,5;68;4;;1275;2,55;136,76;1682;3033;25;0;45;;;6;104,19;50,48;13,31;25,79;167,98;10;10;57;0
692;11:31;1029,22;1026,5;82;0;;22;0;0;0;974;0;0;0;;;6;104,19;53,91;13,31;10;171,41;10;10;55;0
693;11:32;1029,22;1026,5;80;0;;22;0;203,59;807;0;20;82;0;;;6;59,19;53,91;8,93;10;122,03;10;10;50;0
694;11:33;1029,22;1026,5;78;0;;126;0;294,38;2389;13;35;119;0;;;6;61,57;58,68;5,69;10;125,94;10;10;47;0
695;11:34;1029,22;1026,5;78;0;;159;0;296,82;2523;384;36;120;0;;;6;90,31;46,26;19,46;10;156,03;10;10;48;0
696;11:35;1029,22;1027,5;78;0;;147;0;296,82;2536;449;36;120;0;;;6;90,31;46,26;33,86;10;170,43;10;19,35;50;0
697;11:36;1029,22;1028,5;79;0;;170;0;294,37;2536;439;36;119;0;;;6;84;51,76;33,86;10;169,62;10;19,35;51;0
698;11:37;1029,22;1028,5;74;0;;478;1,03;296;2579;434;35;119;0;;;6;97,9;58,13;21,85;10;177,88;10;10;53;0
699;11:38;1029,51;1029,5;62;16;;1302;3,09;295,18;2710;438;35;119;0;;;6;98,88;58,13;11,23;18,1;168,24;10;10;54;0
700;11:39;1029,82;1029,5;59;14;;1756;3,09;296,82;2815;433;36;120;0;;;6;98,88;45,88;11,23;18,1;155,99;10;10;54;0
701;11:40;1030,2;1029,5;59;17;;1833;3,09;296;2834;436;36;119;0;;;6;76,61;68,49;35,81;10;180,91;10;10;55;0
702;11:41;1030,6;1030,5;59;14;;2134;3,19;296;2860;426;36;119;0;;;6;134,75;41,31;28,37;10;204,43;10;10;56;0
703;11:42;1031;1030,5;62;11;;1755;3,19;296,82;2843;430;36;120;0;;;6;134,75;71,34;28,37;10;234,46;10;10;56;0
704;11:43;1031,33;1030,5;61;16;;1512;2,96;296;2780;425;36;119;0;;;6;106,53;71,34;17,95;17,25;195,82;10;10;57;0
705;11:44;1031,69;1031,5;59;16;;1709;2,51;296;2837;428;36;119;0;;;6;106,53;49,75;18,64;17,25;174,92;10;10;57;0
706;11:45;1031,98;1031,5;62;10;;1599;2,51;296;2817;624;36;119;0;;;6;83,32;49,75;29,98;14,94;163,05;10;10;57;0
707;11:46;1032,55;1032,5;67;9;;1566;2,72;295,18;2795;3135;36;119;0;;;6;83,32;39,83;29,98;14,94;153,13;10;10;57;0
708;11:47;1033,19;1032,5;67;7;;1753;2,83;296,82;2825;3422;36;120;0;;;6;108,36;40,65;39,81;10;188,82;10;10;57;0
709;11:48;1033,74;1033,5;64;12;;1784;2,06;295,18;2815;3391;36;119;0;;;6;103,56;46,01;0,31;10;149,88;10;10;57;0
710;11:49;1034,01;1033,5;62;13;;1598;1,68;295,18;2804;3365;36;119;0;;;6;103,56;75,9;21,49;10;200,95;10;10;57;0
711;11:50;1034,39;1033,5;62;13;;1875;2,2;296;2827;3330;35;119;0;;;6;91,13;75,9;45,77;14,5;212,8;10,77;10;57;0
712;11:51;1034,85;1034,5;64;10;;1941;2,46;296;2823;3324;36;119;0;;;6;72,91;63,88;45,77;14,5;182,56;10,77;10;57;0
713;11:52;1035,39;1034,5;69;1;;1663;2,46;295,18;2763;3297;36;119;0;;;7;124,1;60,46;32,75;10;217,31;10;10;57;0
714;11:53;1035,99;1035,5;71;5;;1289;2,25;296,82;2730;3288;36;120;0;;;6;124,1;60,46;8,18;10;192,74;10;10;57;0
715;11:54;1036,8;1036,5;68;8;;1712;1,76;296,82;2798;3269;35;120;0;;;6;74,45;59,71;21,09;28,09;155,25;10;10;57;0
716;11:55;1037,41;1036,5;68;8;;1573;1,52;296,82;2771;3255;36;120;0;;;6;137,9;40,94;29,26;26,82;208,1;10;10;57;0
717;11:56;1037,88;1037,5;67;6;;1829;1,38;296;2787;3228;36;119;0;;;6;137,9;66,74;40,57;26,82;245,21;10;10;57;0
718;11:57;1037,88;1036,5;76;0;;168;0,92;149,25;1701;3204;29;60;0;;;6;96,59;74,64;40,57;18,62;211,8;10;10;57;0
719;11:58;1037,88;1036,5;23;0;;735;0;0;0;3199;0;0;0;;;6;74,3;74,64;21,06;18,62;170;10;10;55;0
720;11:59;1037,88;1036,5;22;0;;89;0;0;0;930;0;0;0;;;6;74,3;57,87;20,97;10;153,14;10;10;51;0
721;12:00;1037,88;1036,5;23;0;;53;0;0;0;0;0;0;0;;;6;36,37;57,87;20,97;10;115,21;10;10;45;0
722;12:01;1037,88;1036,5;23;0;;320;0;0;0;0;0;0;0;;;6;86,68;39,72;61,79;12,66;188,19;10;10;42;0
723;12:02;1037,88;1036,5;24;0;;543;0;0;0;1;0;0;0;;;6;128,37;33,02;2,37;10;163,76;12,11;10;40;0
724;12:03;1037,88;1036,5;22;0;;2184;0;36,31;0;327;0;14;0;;;6;128,37;49,72;21,06;10;199,15;13,6;10;39;0
725;12:04;1037,88;1036,5;81;0;;29;0;182,18;660;467;20;73;0;;;6;85,66;54,25;29,49;10;169,4;13,6;10;39;0
726;12:05;1037,88;1036,5;79;0;;117;0;297,66;2390;478;35;120;0;;;6;84,86;79,48;34,26;10;198,6;10;15,12;40;0
727;12:06;1037,88;1036,5;79;0;;252;0;298,48;2579;474;36;120;0;;;6;125,27;79,48;34,26;10;239,01;10;15,12;44;0
728;12:07;1037,95;1037,5;79;3;;290;0,46;297,65;2584;479;36;120;0;;;6;125,27;41,46;19,45;10;186,18;10;10;46;0
729;12:08;1038,49;1037,5;73;0;;878;2,08;297,65;2693;481;35;120;0;;;6;67,82;51,61;28,09;10;147,52;10;10;48;0
730;12:09;1038,49;1037,5;77;2;;285;2,08;297,65;2582;478;35;120;0;;;6;97,91;45,8;55,2;10,79;198,91;10;10;50;0
731;12:10;1038,5;1038,5;70;4;;982;2,08;297,65;2688;480;36;120;0;;;6;109,47;45,8;55,2;10,79;210,47;10;10;51;0
732;12:11;1038,69;1038,5;74;5;;710;2,08;297,65;2636;482;35;120;0;;;6;109,47;40,62;19,35;10;169,44;10;10;52;0
733;12:12;1039,27;1038,5;67;9;;1676;2,89;296,82;2837;475;35;120;0;;;6;95,23;38,88;19,35;10;153,46;10;10;53;0
734;12:13;1039,62;1039,5;69;8;;1296;4,49;298,48;2753;480;36;120;0;;;6;120,45;75,12;20,4;23,26;215,97;10;10;54;0
735;12:14;1039,88;1039,5;59;17;;1719;4,49;296,82;2832;557;36;120;0;;;6;120,45;75,12;20,4;23,26;215,97;10;10;54;0
736;12:15;1040,38;1039,5;67;10;;1638;4,49;298,48;2827;3119;36;120;0;;;6;108,53;43,1;20,94;11,22;172,57;28,82;10;55;0
737;12:16;1041;1040,5;68;9;;1635;2,98;297,65;2828;3311;36;120;0;;;6;79,45;41,54;22,55;10;143,54;12,88;10;56;0
738;12:17;1041,57;1041,5;67;10;;1634;2,54;296,82;2833;3284;36;120;0;;;6;79,45;59,56;22,55;10;161,56;12,88;10;56;0
739;12:18;1042,18;1041,5;68;10;;1623;1,66;296,82;2838;3290;36;120;0;;;6;99,85;59,56;19,52;10;178,93;10;10;57;0
740;12:19;1042,63;1042,5;70;8;;1355;1,7;296,82;2776;3257;36;120;0;;;6;99,85;53,98;23,38;10;177,21;10;10;57;0
741;12:20;1043,24;1042,5;67;9;;1610;1,74;297,65;2840;3256;36;120;0;;;6;73,44;53,98;23,38;10;150,8;10;10;57;0
742;12:21;1043,91;1043,5;70;7;;1533;1,83;298,48;2813;3263;35;120;0;;;6;51,9;44,53;15,62;10;112,05;10;10;57;0
743;12:22;1044,49;1043,5;67;13;;1543;1,72;296,82;2839;3255;36;120;0;;;6;57,69;61,94;13,08;10;132,71;10;10;57;0
744;12:23;1044,71;1044,5;63;15;;1433;1,5;296,82;2794;3235;36;120;0;;;6;99,65;61,94;14,26;10;175,85;10;10;57;0
745;12:24;1045,18;1044,5;64;14;;1802;1,5;298,48;2882;3234;35;120;0;;;6;99,65;60,51;24,37;10;184,53;10;10;57;0
746;12:25;1045,7;1045,5;67;7;;1607;2,67;297,65;2854;3234;36;120;0;;;6;95,59;66,51;24,37;10;186,47;10;10;57;0
747;12:26;1046,15;1045,5;71;6;;1076;2,67;296,82;2764;3226;36;120;0;;;6;91,63;66,51;20,8;10;178,94;10;10;57;0
748;12:27;1046,77;1046,5;68;10;;1530;2,22;297,65;2832;1490;36;120;0;;;6;67,91;38,64;14,55;10;121,1;10;10;57;0
749;12:28;1047,33;1046,5;65;13;;1915;2;297,65;2898;80;35;120;0;;;6;60,82;54,12;7,6;10;122,54;10;10;57;0
750;12:29;1047,82;1047,5;69;6;;1489;1,59;298,48;2808;79;35;120;0;;;6;112,67;55,43;23,46;20,73;191,56;11,47;10;57;0
751;12:30;1048,37;1047,5;68;9;;1617;1,74;298,48;2827;72;35;120;0;;;6;112,67;55,43;23,46;20,73;191,56;11,47;10;57;0
752;12:31;1048,83;1048,5;70;4;;1267;2,04;296,82;2781;65;35;120;0;;;6;106,73;49,93;23,94;16,17;180,6;12,54;10;57;0
753;12:32;1049,5;1048,5;68;8;;1448;2;296,82;2826;50;36;120;0;;;6;106,73;46,28;43,21;16,17;196,22;12,54;10;57;0
754;12:33;1050,26;1049,5;65;12;;2079;1,92;297,65;2910;57;36;120;0;;;6;86,74;48,67;43,21;18,17;178,62;13,28;10;57;0
755;12:34;1050,76;1050,5;70;5;;1375;1,26;297,65;2810;68;36;120;0;;;6;59,48;48,67;26,71;18,17;134,86;13,28;10;57;0
756;12:35;1051,66;1051,5;66;10;;1896;1,48;298,48;2895;70;36;120;0;;;6;82,66;33,65;25,87;10;142,18;10;10;57;0
757;12:36;1052,32;1051,5;69;6;;1511;1,59;297,65;2849;73;36;120;0;;;6;67,88;41,84;12,68;10;122,4;10;10;57;0
758;12:37;1052,74;1052,5;72;5;;1152;1,29;297,65;2749;75;35;120;0;;;6;67,88;57,61;14,05;10;139,54;10;10;57;0
759;12:38;1053,56;1053,5;69;11;;1477;1,63;298,48;2836;73;35;120;0;;;7;85,11;57,61;14,05;10;156,77;10;10;57;0
760;12:39;1054,13;1053,5;67;13;;1806;1,79;298,48;2863;57;35;120;0;;;6;85,11;48,55;22,08;10;155,74;10;10;57;0
761;12:40;1054,21;1052,5;75;2;;582;1,19;124,69;1358;60;21;50;0;;;6;86,26;61,25;22,08;15,58;169,59;10;10;56;0
762;12:41;1054,21;1052,5;83;0;;0;0;0;0;66;0;0;0;;;6;86,26;61,25;10,05;15,58;157,56;10;10;55;0
763;12:42;1054,21;1052,5;84;0;;0;0;0;0;72;0;0;0;;;6;117,17;36,36;22,61;10;176,14;10;10;49;0
764;12:43;1054,21;1048,5;84;0;;0;0;0;0;74;0;0;0;;;6;94,7;62,05;28,37;30,03;185,12;10;10;44;0
765;12:44;1054,21;1051,5;84;0;;0;0;0;0;68;0;0;0;;;6;94,7;62,05;28,37;30,03;185,12;10;10;41;0
766;12:45;1054,21;1050,5;83;0;;0;0;0;0;69;0;0;0;;;6;87,92;49,74;25,63;10;163,29;10;19,33;40;0
767;12:46;1054,21;1050,5;83;0;;0;0;0;0;66;0;0;0;;;6;87,92;40,33;23;13,65;151,25;10;19,33;39;0
768;12:47;1054,21;1051,5;83;0;;0;0;0;0;66;0;0;0;;;6;91,83;49,85;23;13,65;164,68;10;10;39;0
769;12:48;1054,21;1047,5;83;0;;0;0;0;0;66;0;0;0;;;6;91,83;49,85;8,37;10;150,05;10;10;39;0
770;12:49;1054,21;1045,5;83;0;;0;0;82,24;179;65;3;0;27;;;6;52,88;57,31;19,31;10;129,5;10;11,09;38;0
771;12:50;1054,21;1045,5;81;0;;7;0;271,91;1668;49;31;0;90;;;6;84,96;67,86;19,13;15,97;171,95;10;10;38;0
772;12:51;1054,21;1046,5;80;0;;191;0;300;2655;59;36;0;100;;;6;105,39;67,86;19,13;15,97;192,38;10;10;42;0
773;12:52;1054,21;1052,5;80;0;;196;0;299,13;2679;59;37;0;99;;;6;105,39;66,76;29,36;14,2;201,51;10;10;45;0
774;12:53;1054,33;1053,5;73;5;;763;1,28;298,6;2725;45;36;0;99;;;6;74,17;66,76;37,72;14,2;178,65;10;10;47;0
775;12:54;1054,59;1054,5;67;10;;1415;2,04;299,29;2878;45;36;0;100;;;6;95,56;47,76;47,47;12,92;190,79;10;10;49;0
776;12:55;1054,8;1054,5;68;9;;1238;2,04;297,23;2806;45;36;0;99;;;6;95,56;47,76;47,47;12,92;190,79;10;10;50;0
777;12:56;1055,07;1054,5;68;6;;1366;2,04;299,99;2845;52;36;0;100;;;6;80,63;51,92;20,35;10;152,9;10;10;51;0
778;12:57;1055,53;1055,5;73;4;;1082;3,26;294,54;2774;47;36;0;98;;;6;76,29;51,01;0,51;10;127,81;13,25;10;52;0
779;12:58;1056,27;1055,5;67;10;;1876;3,88;289,92;2899;56;35;0;96;;;6;76,29;60,94;26,52;14,05;163,75;13,44;10;53;0
780;12:59;1056,94;1056,5;71;5;;1285;1,32;298,61;2719;64;35;0;99;;;6;76,33;61,25;26,52;20,02;164,1;13,44;10;54;0
781;13:00;1057,2;1056,5;77;3;;654;0,88;30,37;971;62;15;0;10;;;6;83,19;61,25;26,28;20,02;170,72;10;22,19;54;0
782;13:01;1057,2;1056,5;79;0;;0;0;0;0;59;0;0;0;;;6;86,26;52,99;26,28;11,31;165,53;10;22,19;52;0
783;13:02;1057,2;1056,5;26;0;;300;0;0;0;56;0;0;0;;;6;86,26;47,59;12,95;11,31;146,8;10;10;47;0
784;13:03;1057,2;1056,5;22;0;;271;0;0;0;61;0;0;0;;;6;60,48;61,84;28,51;10;150,83;10;10;43;0
785;13:04;1057,2;1056,5;23;0;;0;0;0;0;59;0;0;0;;;6;92,93;56,99;30,56;10;180,48;10;10;40;0
786;13:05;1057,2;1056,5;23;0;;564;0;0;0;56;0;0;0;;;6;92,93;56,99;30,56;24,91;180,48;10;10;39;0
787;13:06;1057,2;1056,5;24;0;;603;0;0;0;56;0;0;0;;;6;80,3;49,39;6,3;24,91;135,99;10;10;39;0
788;13:07;1057,2;1056,5;37;0;;1200;0;0;0;55;0;0;0;;;6;109,86;49,39;10,75;16,03;170;10;10;38;0
789;13:08;1057,2;1055,5;84;0;;20;0;0;0;58;0;0;0;;;6;109,86;68,86;14,93;16,03;193,65;10;10;38;0
790;13:09;1057,2;1055,5;85;0;;20;0;0;0;61;0;0;0;;;6;102,17;68,86;14,93;11,43;185,96;10;10;38;0
791;13:10;1057,2;1055,5;85;0;;2;0;104,35;175;60;7;42;0;;;6;97,85;61,43;7,09;16,62;166,37;10;10;38;0
792;13:11;1057,2;1055,5;83;0;;13;0;244,8;1239;57;28;98;0;;;6;85,77;22,76;3,08;10;111,61;10;10;38;0
793;13:12;1057,2;1056,5;81;0;;57;0;298,48;2565;53;35;120;0;;;6;102,36;56,86;41,33;10;200,55;10;10;42;0
794;13:13;1057,54;1056,5;75;4;;777;1,65;290,17;2725;55;35;117;0;;;6;102,36;56,86;41,33;10;200,55;10;10;45;0
795;13:14;1057,54;1056,5;82;0;;30;0,55;57,11;342;53;8;23;0;;;6;83,24;53,9;21,99;10;159,13;10;10;47;0
796;13:15;1057,54;1056,5;81;0;;104;0;263,79;1477;58;30;106;0;;;6;100,74;56,96;21,99;10;179,69;10;10;45;0
797;13:16;1057,8;1057,5;74;6;;654;1,65;297,65;2671;58;35;120;0;;;6;100,74;56,96;15,86;10;173,56;10;10;44;0
798;13:17;1057,98;1057,5;67;11;;1179;1,65;296,82;2761;53;35;120;0;;;6;68,62;44,65;40,42;10;153,69;10;19,6;47;0
799;13:18;1057,98;1056,5;79;0;;302;0,55;116,4;1305;60;22;47;0;;;6;83,64;48,48;25,16;10;157,28;10;10;48;0
800;13:19;1057,98;1057,5;81;0;;210;0;262,89;1543;58;27;106;0;;;6;83,64;51,55;36,82;10;172,01;10;10;48;0
801;13:20;1058,38;1057,5;67;10;;1400;2,75;297,65;2807;61;35;120;0;;;6;106,68;51,55;36,82;10;195,05;10;10;47;0
802;13:21;1058,84;1058,5;65;11;;1736;3,3;297,65;2870;60;35;120;0;;;6;106,68;48,97;20,66;10;176,31;10;10;49;0
803;13:22;1059,28;1058,5;66;11;;1667;3,3;297,65;2871;55;36;120;0;;;6;98,98;37,64;20,66;30,27;157,28;10;10;51;0
804;13:23;1059,66;1059,5;66;11;;1659;2,25;297,65;2851;57;36;120;0;;;6;98,98;36,06;0,05;30,27;135,09;10;10;52;0
805;13:24;1059,87;1059,5;68;8;;1317;2,25;299,31;2784;59;36;121;0;;;6;112,1;42,33;6,69;10;161,12;10;10;53;0
806;13:25;1060,15;1059,5;66;12;;1449;2,25;298,48;2818;49;36;120;0;;;6;102,3;50,25;18,08;17,71;170,63;10;10;54;0
807;13:26;1060,45;1059,5;63;14;;1898;3,36;297,65;2870;50;36;120;0;;;6;102,3;50,25;18,08;17,71;170,63;10;10;55;0
808;13:27;1061;1060,5;67;8;;2180;3,36;296,82;2885;54;36;120;0;;;6;72,77;56,04;23,19;19,34;152;10;10;56;0
809;13:28;1061,39;1060,5;72;4;;1404;2,5;298,48;2802;51;36;120;0;;;6;91,37;66,56;23,19;19,34;181,12;10;10;56;0
810;13:29;1062,09;1061,5;70;8;;1823;2,07;296,82;2851;49;36;120;0;;;6;94,64;66,56;21,8;11,83;183;22,05;10;57;0
811;13:30;1062,6;1062,5;70;5;;1534;1,94;299,31;2851;56;36;121;0;;;6;94,64;43,76;21,8;10;160,2;22,05;10;57;0
812;13:31;1063,35;1062,5;71;9;;1587;1,88;299,31;2834;57;36;121;0;;;6;82,26;60,98;6,42;10;149,66;10;10;57;0
813;13:32;1064;1063,5;67;9;;1760;1,65;297,65;2876;43;35;120;0;;;6;90,56;48,84;6,7;17,14;146,1;10;10;57;0
814;13:33;1064,23;1063,5;63;15;;1693;1,79;298,48;2856;25;36;120;0;;;6;97,72;48,84;24,92;17,14;171,48;10;10;57;0
815;13:34;1064,55;1064,5;65;11;;1492;2,08;297,65;2861;38;36;120;0;;;6;110,05;60,3;24,92;24,76;195,27;10;10;57;0
816;13:35;1065,18;1064,5;70;9;;1715;2,08;298,48;2871;42;36;120;0;;;6;110,05;60,3;27,9;24,76;198,25;10;10;58;0
817;13:36;1065,63;1065,5;68;8;;1486;2,15;298,48;2864;39;36;120;0;;;6;80,49;49,66;27,9;10;158,05;10;10;57;0
818;13:37;1066,08;1065,5;66;12;;1976;2,15;298,48;2885;44;36;120;0;;;6;80,49;49,66;3,61;10;133,76;10;10;57;0
819;13:38;1066,43;1065,5;65;11;;1633;2,26;298,48;2865;46;35;120;0;;;6;63,6;55,17;39,15;10;157,92;10;10;57;0
820;13:39;1067,07;1066,5;68;9;;1504;2,31;296,82;2876;46;35;120;0;;;6;120,27;50,61;32,14;10;203,02;10;10;57;0
821;13:40;1067,45;1066,5;70;5;;1847;2,02;298,48;2843;51;35;120;0;;;7;120,27;60,66;38,16;10;219,09;10;10;57;0
822;13:41;1067,77;1067,5;65;15;;1516;1,88;297,65;2807;43;35;120;0;;;6;84,09;60,66;38,16;14,07;182,91;10;10;56;0
823;13:42;1067,96;1067,5;64;13;;1385;1,88;298,48;2808;47;35;120;0;;;6;77,92;51,89;33,32;14,07;163,13;10;10;56;0
824;13:43;1068,2;1067,5;63;15;;1503;1,88;296,82;2813;51;36;120;0;;;6;70,52;45,89;15,5;10;131,91;10;10;56;0
825;13:44;1068,44;1067,5;62;13;;1592;3,82;297,65;2851;54;35;120;0;;;7;70,52;45,89;14,6;10;131,01;10;10;56;0
826;13:45;1068,75;1068,5;63;12;;1739;3,82;298,48;2859;50;35;120;0;;;6;91,93;73,05;8,17;23,72;173,15;10;10;56;0
827;13:46;1069,18;1068,5;65;12;;1769;3,82;298,48;2873;49;36;120;0;;;6;93,8;78,66;20,47;17,33;192,93;10;10;56;0
828;13:47;1069,47;1068,5;64;16;;1672;3,32;299,31;2839;60;36;121;0;;;6;93,8;78,66;20,47;17,33;192,93;10;10;56;0
829;13:48;1069,92;1069,5;66;10;;1789;3,08;298,48;2861;56;36;120;0;;;6;88;58,08;18,65;11,88;164,73;10;10;56;0
830;13:49;1070,62;1070,5;69;9;;1703;2,78;297,65;2868;45;36;120;0;;;6;138,84;58,08;39,81;11,88;236,73;10;10;55;0
831;13:50;1071,18;1070,5;69;10;;1605;2,19;297,65;2850;45;36;120;0;;;6;138,84;45,93;39,81;10;224,58;10;10;55;0
832;13:51;1071,86;1071,5;71;7;;1500;1,85;298,48;2828;43;36;120;0;;;6;93,86;40,13;4,06;10;138,05;10;10;55;0
833;13:52;1072,51;1072,5;70;9;;1442;1,61;299,31;2834;40;35;121;0;;;6;96,54;40,61;3,66;24,26;140,81;10;10;55;0
834;13:53;1072,98;1072,5;69;4;;1511;1,46;297,65;2830;43;35;120;0;;;6;42,18;60,28;36,65;10;139,11;10;10;55;0
835;13:54;1073,5;1072,5;69;7;;1535;1,74;298,48;2826;44;35;120;0;;;6;103,33;60,28;36,65;10;200,26;10;10;55;0
836;13:55;1074,02;1073,5;69;9;;1594;1,88;297,65;2838;41;35;120;0;;;6;103,33;56,65;18,18;20,22;178,16;10;10;55;0
837;13:56;1074,32;1073,5;74;3;;1106;2,06;299,31;2748;40;35;121;0;;;6;86,59;59,09;38,1;20,22;183,78;10;10;55;0
838;13:57;1074,87;1074,5;71;8;;1436;2,42;298,48;2805;44;35;120;0;;;6;218,29;59,09;44,92;10;322,3;10;10;55;0
839;13:58;1075,27;1074,5;71;5;;1330;2,42;298,48;2809;49;36;120;0;;;6;218,29;41,28;44,92;10;304,49;10;10;55;0
840;13:59;1075,68;1075,5;72;6;;1170;2,03;298,48;2757;36;35;120;0;;;6;138,06;55,69;14,97;10;208,72;10;10;55;0
841;14:00;1076,03;1075,5;72;4;;1253;2,03;299,31;2790;38;35;121;0;;;6;142,95;47,92;15,26;11,13;206,13;10;10;55;0
842;14:01;1076,53;1076,5;71;8;;1270;2,43;296,82;2768;41;35;120;0;;;6;142,95;56,38;50,9;11,13;250,23;10;10;55;0
843;14:02;1076,62;1076,5;75;1;;848;2,63;298,48;2683;52;35;120;0;;;6;95,8;56,38;50,9;32,27;203,08;10;10;55;0
844;14:03;1076,62;1075,5;78;0;;54;0,88;116,01;1233;59;22;46;0;;;6;95,8;46,12;30,17;32,27;172,09;10;10;55;0
845;14:04;1076,62;1075,5;29;0;;0;0;0;0;53;0;0;0;;;6;113,99;60,4;30,17;10;204,56;10;10;53;0
846;14:05;1076,62;1075,5;22;0;;643;0;0;0;50;0;0;0;;;6;113,99;60,4;7,19;10;181,58;10;10;47;0
847;14:06;1076,62;1075,5;23;0;;126;0;0;0;46;0;0;0;;;6;132,23;42,26;26,4;10;200,89;10;10;43;0
848;14:07;1076,62;1075,5;23;0;;69;0;0;0;42;0;0;0;;;6;75,16;50,27;0,2;10;125,63;10;10;41;0
849;14:08;1076,62;1075,5;23;0;;0;0;0;0;49;0;0;0;;;6;75,16;50,37;39,99;10;165,52;10;10;40;0
850;14:09;1076,62;1075,5;23;0;;363;0;0;0;51;0;0;0;;;6;100,49;50,37;39,99;10;190,85;10;10;39;0
851;14:10;1076,62;1075,5;24;0;;1286;0;0;0;50;0;0;0;;;6;100,49;54,39;23,38;10;178,26;10;10;39;0
852;14:11;1076,62;1075,5;20;0;;1773;0;0;0;50;0;0;0;;;6;78,2;54,39;35,49;10;168,08;10;17,2;38;0
853;14:12;1076,62;1075,5;83;0;;0;0;105,18;222;49;10;42;0;;;6;78,2;36,23;35,49;10;149,92;10;17,2;38;0
854;14:13;1076,62;1075,5;82;0;;0;0;269,9;1621;43;30;109;0;;;6;67,69;52,94;24,81;10;145,44;10;10;39;0
855;14:14;1076,62;1075,5;81;0;;0;0;297,65;2579;57;35;120;0;;;6;73,5;29,16;17,27;10;119,93;16,61;10;42;0
856;14:15;1076,62;1075,5;81;0;;0;0;297,65;2595;54;35;120;0;;;6;97,96;29,16;17,27;10;144,39;16,61;10;45;0
857;14:16;1076,62;1075,5;81;0;;0;0;297,65;2587;50;35;120;0;;;6;97,96;52,96;48,77;10;199,69;24,03;14,04;47;0
858;14:17;1076,62;1075,5;81;0;;116;0;297,65;2597;54;35;120;0;;;6;105,87;52,96;48,77;10;207,6;24,03;14,04;48;0
859;14:18;1076,62;1075,5;81;0;;224;0;296,82;2588;44;36;120;0;;;6;115,13;62,93;15,62;12,98;193,68;10;10;49;0
860;14:19;1076,62;1075,5;81;0;;213;0;297,65;2586;33;35;120;0;;;6;115,13;62,93;15,62;12,98;193,68;10;10;51;0
861;14:20;1076,62;1075,5;82;0;;208;0;296,82;2589;41;35;120;0;;;6;82,18;60,5;22,71;10;165,39;22,7;10;51;0
862;14:21;1076,92;1076,5;76;7;;904;2,63;297,65;2683;35;35;120;0;;;6;81,69;38,68;18,6;10;138,97;10;10;52;0
863;14:22;1077,27;1076,5;71;10;;1375;2,82;296,82;2796;37;35;120;0;;;6;93,56;44,32;18,6;10;156,48;10;10;53;0
864;14:23;1077,7;1077,5;72;8;;1328;3,21;296,82;2768;46;35;120;0;;;6;105,08;44,32;3,59;10;152,99;10;10;54;0
865;14:24;1078,2;1077,5;70;10;;1625;3,21;296,82;2836;46;35;120;0;;;6;105,08;50,05;9,74;10;164,87;10;10;54;0
866;14:25;1078,81;1078,5;70;11;;1533;2,62;297,65;2837;41;36;120;0;;;6;95,15;50,05;9,74;10;154,94;10;10;55;0
867;14:26;1079,4;1078,5;70;13;;1646;2,33;296,82;2863;33;35;120;0;;;6;98,07;39,68;35,27;10;173,02;10;15,14;56;0
868;14:27;1079,92;1079,5;71;10;;1377;1,66;297,65;2825;45;36;120;0;;;6;75,29;54,21;33,23;10;162,73;10;10;56;0
869;14:28;1080,48;1079,5;72;9;;1387;1,83;296,83;2813;41;36;120;0;;;6;118,2;58,23;33,23;10;209,66;10;10;56;0
870;14:29;1080,99;1080,5;71;9;;1409;1,92;296,83;2836;47;36;120;0;;;6;118,2;58,23;29,42;10;205,85;10;10;56;0
871;14:30;1081,4;1080,5;66;13;;1658;1,88;297,65;2864;37;35;120;0;;;6;82,51;54,07;15,93;10;152,51;10;10;56;0
