,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick,Well_Number
4033,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,146.42,51.71,25.81,10.0,198.13,10.0,10.25,64.0,0.0,0.0,2
4034,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,104.54,50.0,20.0,10.0,154.54,10.0,11.29,63.0,0.0,0.0,2
4035,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,104.54,57.36,20.0,10.0,161.9,10.0,11.29,63.0,0.0,0.0,2
4036,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,97.47,65.25,34.82,16.12,162.72,10.0,10.0,63.0,0.0,0.0,2
4037,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,97.47,65.25,34.82,16.12,162.72,10.0,10.0,63.0,0.0,0.0,2
4038,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,104.64,50.0,20.0,10.0,154.64,10.0,10.0,63.0,0.0,0.0,2
4039,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,104.64,50.0,20.0,10.0,154.64,10.0,10.0,63.0,0.0,0.0,2
4040,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,83.53,50.0,20.0,10.0,133.53,10.0,10.0,62.0,0.0,0.0,2
4041,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,86.31,61.76,25.11,10.0,148.07,10.0,10.0,62.0,0.0,0.0,2
4042,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,21.0,104.29,61.76,25.11,10.0,166.05,10.0,10.0,62.0,0.0,0.0,2
4043,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,104.42,57.65,25.38,10.0,162.07,10.0,10.0,62.0,0.0,0.0,2
4044,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,114.43,57.65,25.38,10.0,172.08,10.0,10.0,62.0,0.0,0.0,2
4045,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,114.43,50.0,20.0,10.0,164.43,10.0,10.0,62.0,0.0,0.0,2
4046,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,93.34,51.4,20.0,10.0,144.74,10.0,10.0,62.0,0.0,0.0,2
4047,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,80.08,50.0,25.36,10.0,130.08,10.0,10.0,62.0,0.0,0.0,2
4048,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,104.59,50.15,25.36,10.0,154.74,10.0,10.0,62.0,0.0,0.0,2
4049,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,104.59,50.15,20.0,10.0,154.74,10.0,10.0,62.0,0.0,0.0,2
4050,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,95.81,50.0,20.0,10.0,145.81,10.0,10.0,62.0,0.0,0.0,2
4051,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,95.81,50.0,20.0,10.0,145.81,10.0,10.0,62.0,0.0,0.0,2
4052,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,74.75,50.0,20.0,10.0,124.75,10.0,10.0,62.0,0.0,0.0,2
4053,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,89.28,50.0,31.22,10.0,139.28,10.0,10.0,62.0,0.0,0.0,2
4054,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,92.83,54.73,36.13,10.0,147.56,10.0,10.0,62.0,0.0,0.0,2
4055,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,120.73,54.73,36.13,10.0,175.46,10.0,10.0,62.0,0.0,0.0,2
4056,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,120.73,66.04,27.27,10.0,186.77,10.0,10.0,62.0,0.0,0.0,2
4057,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,92.41,66.04,23.67,10.0,158.45,10.0,10.0,62.0,0.0,0.0,2
4058,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,92.41,55.88,23.67,10.0,148.29,10.0,10.0,62.0,0.0,0.0,2
4059,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,89.15,50.0,20.0,10.0,139.15,10.0,10.0,62.0,0.0,0.0,2
4060,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,83.08,50.0,20.0,10.0,133.08,10.0,10.0,62.0,0.0,0.0,2
4061,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,140.17,50.0,20.87,10.0,190.17,10.0,10.0,62.0,0.0,0.0,2
4062,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,140.17,62.25,20.87,10.0,202.42,14.62,10.0,62.0,0.0,0.0,2
4063,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,95.46,62.25,20.0,16.36,157.71,14.62,10.0,62.0,0.0,0.0,2
4064,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,95.46,51.01,20.0,16.36,146.47,20.43,10.0,62.0,0.0,0.0,2
4065,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,91.74,51.01,21.78,10.0,142.75,20.43,10.0,63.0,0.0,0.0,2
4066,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,83.01,50.0,21.78,10.0,133.01,10.0,10.0,63.0,0.0,0.0,2
4067,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,131.74,52.32,20.0,10.0,184.06,10.0,10.0,63.0,0.0,0.0,2
4068,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,95.87,64.5,26.88,10.0,160.37,10.0,10.0,63.0,0.0,0.0,2
4069,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,95.87,64.5,26.88,10.0,160.37,10.0,10.0,62.0,0.0,0.0,2
4070,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,110.14,68.75,26.6,10.0,178.89,18.09,18.15,62.0,0.0,0.0,2
4071,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,110.14,68.75,20.0,10.0,178.89,18.09,18.15,62.0,0.0,0.0,2
4072,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,97.14,53.07,25.2,10.0,150.21,10.0,10.0,62.0,0.0,0.0,2
4073,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,97.14,53.07,25.2,10.0,150.21,10.0,10.0,62.0,0.0,0.0,2
4074,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,94.74,50.0,20.0,10.0,144.74,10.0,10.0,62.0,0.0,0.0,2
4075,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,111.24,55.74,20.0,10.0,166.98,10.0,10.0,62.0,0.0,0.0,2
4076,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,111.24,55.74,23.71,10.0,166.98,10.0,15.62,62.0,0.0,0.0,2
4077,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,132.84,56.35,23.71,10.0,189.19,10.0,15.62,62.0,0.0,0.0,2
4078,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,132.84,56.35,25.36,10.0,189.19,10.0,14.92,62.0,0.0,0.0,2
4079,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,110.84,53.68,25.71,12.27,164.52,10.0,10.0,62.0,0.0,0.0,2
4080,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,91.61,53.68,25.71,12.27,145.29,10.0,10.0,62.0,0.0,0.0,2
4081,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,88.52,50.0,23.5,10.0,138.52,10.0,10.0,62.0,0.0,0.0,2
4082,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,73.08,53.13,20.3,10.0,126.21,10.0,10.0,62.0,0.0,0.0,2
4083,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,83.23,68.97,20.4,10.0,152.2,10.0,10.0,62.0,0.0,0.0,2
4084,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,86.64,68.97,27.52,10.0,155.61,10.0,10.0,62.0,0.0,0.0,2
4085,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,100.64,50.0,27.52,10.0,150.64,10.0,10.0,62.0,0.0,0.0,2
4086,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,100.64,50.01,26.91,10.0,150.65,10.0,10.0,62.0,0.0,0.0,2
4087,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,87.36,50.01,20.0,10.0,137.37,10.0,10.0,62.0,0.0,0.0,2
4088,923.03,641.0,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,68.15,50.0,20.0,11.6,118.15,10.0,10.0,62.0,0.0,0.0,2
4089,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,137.09,50.0,27.6,10.0,187.09,10.0,10.0,62.0,0.0,0.0,2
4090,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,137.09,58.91,27.6,10.0,196.0,10.0,10.0,62.0,0.0,0.0,2
4091,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,113.42,58.91,20.0,14.35,172.33,13.54,10.0,62.0,0.0,0.0,2
4092,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,113.42,60.66,29.44,14.93,174.08,13.54,10.0,62.0,0.0,0.0,2
4093,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,103.51,67.2,29.44,14.93,170.71,10.0,10.0,62.0,0.0,0.0,2
4094,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,103.51,67.2,29.39,10.0,170.71,10.0,10.0,62.0,0.0,0.0,2
4095,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,81.91,60.88,27.57,10.0,142.79,10.0,10.0,62.0,0.0,0.0,2
4096,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,72.43,50.0,29.52,10.0,122.43,10.0,10.0,62.0,0.0,0.0,2
4097,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,110.78,50.0,29.52,14.19,160.78,10.0,10.0,62.0,0.0,0.0,2
4098,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,110.78,50.0,30.52,14.19,160.78,10.0,10.0,62.0,0.0,0.0,2
4099,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,88.2,54.41,30.52,12.38,142.61,10.0,10.0,62.0,0.0,0.0,2
4100,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,91.03,54.41,27.78,12.38,145.44,12.79,16.95,62.0,0.0,0.0,2
4101,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,91.03,50.0,20.0,10.0,141.03,12.79,16.95,63.0,0.0,0.0,2
4102,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,112.0,55.02,31.53,10.0,167.02,10.0,10.0,63.0,0.0,0.0,2
4103,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,113.23,50.0,20.52,10.0,163.23,10.0,10.0,63.0,0.0,0.0,2
4104,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,113.23,50.0,20.52,10.0,163.23,10.0,10.0,62.0,0.0,0.0,2
4105,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,104.48,50.0,30.12,10.0,154.48,10.87,10.0,62.0,0.0,0.0,2
4106,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,107.86,50.0,30.12,10.0,157.86,10.87,10.0,62.0,0.0,0.0,2
4107,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,121.22,55.15,20.0,10.0,176.37,10.0,10.0,62.0,0.0,0.0,2
4108,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,121.22,55.15,20.0,10.0,176.37,10.0,10.0,62.0,0.0,0.0,2
4109,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,69.19,50.0,20.0,10.0,119.19,10.0,10.0,62.0,0.0,0.0,2
4110,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,107.14,50.0,20.11,17.96,157.14,10.0,10.0,62.0,0.0,0.0,2
4111,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,107.14,59.14,20.11,17.96,166.28,10.0,10.0,62.0,0.0,0.0,2
4112,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,125.24,59.14,24.19,10.0,184.38,10.0,10.0,62.0,0.0,0.0,2
4113,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,125.24,59.01,36.94,10.0,184.25,10.0,10.0,62.0,0.0,0.0,2
4114,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,91.86,62.85,36.94,10.0,154.71,10.03,10.0,62.0,0.0,0.0,2
4115,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,91.86,62.85,25.98,10.0,154.71,10.03,10.0,62.0,0.0,0.0,2
4116,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,99.63,51.8,28.16,10.0,151.43,10.0,10.0,62.0,0.0,0.0,2
4117,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,111.54,50.0,31.5,11.04,161.54,10.0,10.0,62.0,0.0,0.0,2
4118,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,111.54,50.02,31.5,11.04,161.56,10.0,10.0,62.0,0.0,0.0,2
4119,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,117.73,62.18,20.0,10.0,179.91,10.0,10.0,62.0,0.0,0.0,2
4120,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,117.73,65.1,20.0,10.0,182.83,10.0,10.0,62.0,0.0,0.0,2
4121,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,109.55,65.1,22.09,13.87,174.65,10.1,10.0,62.0,0.0,0.0,2
4122,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,109.55,54.54,22.09,13.87,164.09,10.1,10.0,62.0,0.0,0.0,2
4123,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,102.66,53.7,29.47,10.0,156.36,10.0,10.0,62.0,0.0,0.0,2
4124,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,98.17,50.0,22.61,10.0,148.17,10.0,10.0,62.0,0.0,0.0,2
4125,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,118.51,59.08,22.61,10.0,177.59,10.0,10.0,62.0,0.0,0.0,2
4126,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,118.51,59.08,20.0,10.0,177.59,10.0,10.0,62.0,0.0,0.0,2
4127,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,109.93,55.14,20.0,10.0,165.07,10.0,10.0,62.0,0.0,0.0,2
4128,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,109.93,60.04,20.0,10.0,169.97,10.0,10.0,62.0,0.0,0.0,2
4129,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,89.47,60.04,20.0,10.0,149.51,10.0,10.0,62.0,0.0,0.0,2
4130,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,95.31,65.12,49.14,10.0,160.43,10.0,10.0,62.0,0.0,0.0,2
4131,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,110.67,50.0,24.27,16.5,160.67,10.0,10.0,62.0,0.0,0.0,2
4132,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,17.0,110.67,51.7,24.27,16.69,162.37,15.16,10.0,62.0,0.0,0.0,2
4133,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,98.42,68.41,22.79,16.69,166.83,15.16,10.0,62.0,0.0,0.0,2
4134,923.03,641.0,73.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,83.24,68.41,26.45,10.0,151.65,14.59,10.0,63.0,0.0,0.0,2
4135,923.03,641.0,73.0,0.0,,0.0,0.0,40.58,19.0,0.0,0.0,0.0,13.0,,,18.0,87.32,58.7,26.45,18.72,146.02,11.88,10.0,63.0,0.0,0.0,2
4136,923.03,641.0,71.0,0.0,,0.0,0.0,163.9,704.0,0.0,15.0,0.0,54.0,,,18.0,87.32,51.92,20.0,18.72,139.24,11.88,10.0,63.0,0.0,0.0,2
4137,923.03,642.0,71.0,0.0,,0.0,0.0,170.12,925.0,0.0,20.0,0.0,56.0,,,19.0,107.85,54.8,20.0,10.0,162.65,10.67,11.17,64.0,0.0,0.0,2
4138,923.03,643.0,67.0,0.0,,41.0,0.0,170.35,966.0,0.0,21.0,0.0,56.0,,,20.0,104.17,50.0,20.0,10.0,154.17,10.0,10.0,66.0,0.0,0.0,2
4139,923.26,643.0,64.0,9.0,,158.0,9.87,170.35,1024.0,0.0,20.0,0.0,56.0,,,21.0,104.17,54.59,23.53,10.0,158.76,10.0,10.0,67.0,0.0,0.0,2
4140,923.46,643.0,63.0,7.0,,306.0,8.62,170.12,1004.0,0.0,20.0,0.0,56.0,,,22.0,96.99,54.59,35.02,10.0,151.58,10.0,10.0,67.0,0.0,0.0,2
4141,923.64,643.0,66.0,6.0,,167.0,7.99,169.46,921.0,0.0,20.0,0.0,56.0,,,22.0,96.99,50.0,35.02,20.05,146.99,15.98,10.0,68.0,0.0,0.0,2
4142,923.94,643.0,62.0,9.0,,540.0,7.99,170.35,1037.0,0.0,21.0,0.0,56.0,,,22.0,84.25,50.0,20.0,20.05,134.25,24.99,10.0,69.0,0.0,0.0,2
4143,924.25,644.0,62.0,10.0,,629.0,7.99,169.9,1073.0,0.0,21.0,0.0,56.0,,,22.0,84.25,50.0,20.0,10.0,134.25,24.99,10.0,70.0,0.0,0.0,2
4144,924.56,644.0,61.0,9.0,,574.0,5.34,170.35,1088.0,0.0,22.0,0.0,56.0,,,23.0,85.44,61.74,35.47,10.0,147.18,10.0,10.0,70.0,0.0,0.0,2
4145,924.86,644.0,61.0,10.0,,706.0,4.02,170.57,1076.0,0.0,22.0,0.0,56.0,,,23.0,97.57,50.0,30.11,10.0,147.57,12.58,10.0,70.0,0.0,0.0,2
4146,925.07,645.0,64.0,9.0,,251.0,4.02,169.68,966.0,0.0,22.0,0.0,56.0,,,23.0,97.57,50.0,30.11,10.0,147.57,12.58,10.0,71.0,0.0,0.0,2
4147,925.36,645.0,62.0,9.0,,451.0,4.02,169.68,1019.0,0.0,22.0,0.0,56.0,,,23.0,95.98,66.13,22.69,10.0,162.11,10.0,10.0,71.0,0.0,0.0,2
4148,925.67,645.0,61.0,9.0,,696.0,3.61,169.9,1073.0,0.0,22.0,0.0,56.0,,,23.0,95.98,66.13,21.94,10.0,162.11,10.0,17.56,71.0,0.0,0.0,2
4149,926.01,646.0,61.0,11.0,,884.0,3.61,169.68,1115.0,0.0,22.0,0.0,56.0,,,23.0,91.32,50.0,20.0,10.0,141.32,12.94,17.56,71.0,0.0,0.0,2
4150,926.29,646.0,62.0,9.0,,449.0,3.61,170.13,1038.0,0.0,22.0,0.0,56.0,,,23.0,91.32,50.0,20.0,10.0,141.32,12.94,10.0,72.0,0.0,0.0,2
4151,926.62,646.0,61.0,11.0,,665.0,3.23,169.9,1080.0,0.0,22.0,0.0,56.0,,,23.0,76.67,61.02,24.98,10.0,137.69,10.0,10.0,72.0,0.0,0.0,2
4152,926.97,646.0,61.0,10.0,,846.0,3.23,169.68,1081.0,0.0,21.0,0.0,56.0,,,23.0,96.04,52.72,20.0,10.0,148.76,10.0,10.0,72.0,0.0,0.0,2
4153,927.3,647.0,61.0,9.0,,611.0,3.23,170.35,1086.0,0.0,21.0,0.0,56.0,,,23.0,97.86,54.93,27.02,29.31,152.79,10.0,10.0,72.0,0.0,0.0,2
4154,927.36,646.0,67.0,1.0,,52.0,1.95,157.86,899.0,0.0,21.0,0.0,52.0,,,22.0,103.59,54.93,27.02,29.31,158.52,10.0,10.0,72.0,0.0,0.0,2
4155,927.36,646.0,26.0,0.0,,112.0,0.0,0.0,65.0,0.0,3.0,0.0,0.0,,,20.0,103.59,63.42,24.43,13.54,167.01,10.0,10.0,72.0,0.0,0.0,2
4156,927.36,646.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.0,108.84,63.42,24.43,10.0,172.26,10.0,10.0,71.0,0.0,0.0,2
4157,927.36,646.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,108.84,50.0,20.0,10.0,158.84,10.0,10.0,68.0,0.0,0.0,2
4158,927.36,646.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,71.55,60.52,20.0,10.0,132.07,10.0,10.0,66.0,0.0,0.0,2
4159,927.36,646.0,23.0,0.0,,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,72.2,50.0,20.0,10.0,122.2,10.0,10.0,65.0,0.0,0.0,2
4160,927.36,646.0,65.0,0.0,,0.0,0.0,83.77,180.0,0.0,1.0,0.0,27.0,,,18.0,96.71,50.0,20.0,10.0,146.71,10.0,10.0,64.0,0.0,0.0,2
4161,927.36,647.0,72.0,0.0,,0.0,0.0,173.03,715.0,0.0,18.0,0.0,57.0,,,18.0,127.97,51.7,22.52,10.0,179.67,10.0,10.0,63.0,0.0,0.0,2
4162,927.54,647.0,67.0,5.0,,331.0,1.95,169.24,919.0,0.0,20.0,0.0,56.0,,,17.0,127.97,51.7,22.52,10.0,179.67,10.0,10.0,65.0,0.0,0.0,2
4163,927.85,647.0,61.0,10.0,,785.0,2.92,168.79,1098.0,0.0,21.0,0.0,56.0,,,17.0,99.6,50.42,27.52,10.0,150.02,10.0,10.0,66.0,0.0,0.0,2
4164,928.17,648.0,62.0,9.0,,701.0,2.92,169.68,1090.0,0.0,21.0,0.0,56.0,,,17.0,98.81,50.0,27.52,10.0,148.81,10.0,10.0,67.0,0.0,0.0,2
4165,928.49,648.0,61.0,11.0,,840.0,3.38,168.79,1123.0,0.0,21.0,0.0,56.0,,,17.0,98.24,50.0,26.96,10.0,148.24,10.0,10.0,68.0,0.0,0.0,2
4166,928.8,648.0,62.0,9.0,,635.0,3.6,168.57,1083.0,0.0,21.0,0.0,56.0,,,17.0,109.64,56.54,33.4,11.51,166.18,13.78,10.0,68.0,0.0,0.0,2
4167,929.11,649.0,61.0,9.0,,781.0,3.6,169.01,1100.0,0.0,21.0,0.0,56.0,,,17.0,109.64,64.61,33.4,11.51,174.25,13.78,10.0,69.0,0.0,0.0,2
4168,929.43,649.0,61.0,9.0,,609.0,3.45,169.23,1078.0,0.0,21.0,0.0,56.0,,,17.0,91.74,64.61,20.0,15.5,156.35,10.65,10.0,69.0,0.0,0.0,2
4169,929.74,649.0,61.0,10.0,,595.0,3.15,168.79,1077.0,0.0,21.0,0.0,56.0,,,17.0,82.09,50.0,20.0,15.5,132.09,10.0,10.0,69.0,0.0,0.0,2
