,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick,Well_Number
124,56.38,-7.0,29.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,5.0,0.0,0.0,0.0,0
125,56.38,-17.0,33.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,18.0,0.0,0.0,0.0,0
126,56.38,-17.0,28.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
127,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
128,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
129,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
130,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
131,56.38,-17.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,19.0,0.0,0.0,0.0,0
132,56.38,-17.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,19.0,0.0,0.0,0.0,0
133,56.38,-17.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,19.0,0.0,0.0,0.0,0
134,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,18.0,0.0,0.0,0.0,0
135,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,6.0,0.0,0.0,0.0,0
136,56.38,-17.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
137,56.38,-17.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
138,56.38,-17.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
139,56.38,-17.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
140,56.38,-17.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
141,56.38,-17.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,80.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
142,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
143,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
144,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
145,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
146,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
147,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
148,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
149,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
150,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,80.0,91.0,102.0,2.0,497.0,0.0,11.0,0.0,0.0,0.0,0
151,56.38,-17.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
152,56.38,-17.0,31.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
153,56.38,-9.0,33.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,8.0,0.0,0.0,0.0,0
154,56.38,-8.0,31.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,2.0,0.0,0.0,0.0,0
155,56.38,-8.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
156,56.38,-8.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
157,56.38,-8.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
158,56.38,-8.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,12.0,0.0,0.0,0.0,0
159,56.38,-8.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
160,56.38,-8.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
161,56.38,1.0,35.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,5.0,0.0,0.0,0.0,0
162,56.38,1.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,2.0,0.0,0.0,0.0,0
163,56.38,1.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
164,56.38,1.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
165,56.38,1.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
166,56.38,1.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,6.0,0.0,0.0,0.0,0
167,56.38,1.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,12.0,0.0,0.0,0.0,0
168,56.38,1.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
169,56.38,8.0,33.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,10.0,0.0,0.0,0.0,0
170,56.38,11.0,33.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,2.0,0.0,0.0,0.0,0
171,56.38,11.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
172,56.38,11.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,3.0,0.0,0.0,0.0,0
173,56.38,11.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,6.0,0.0,0.0,0.0,0
174,56.38,11.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
175,56.38,11.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
176,56.38,11.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,11.0,0.0,0.0,0.0,0
177,56.38,11.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,11.0,0.0,0.0,0.0,0
178,56.38,19.0,40.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,9.0,0.0,0.0,0.0,0
179,56.38,20.0,33.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,2.0,0.0,0.0,0.0,0
180,56.38,20.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,3.0,0.0,0.0,0.0,0
181,56.38,20.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,3.0,0.0,0.0,0.0,0
182,56.38,20.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,3.0,0.0,0.0,0.0,0
183,56.38,19.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,10.0,0.0,0.0,0.0,0
184,56.38,19.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,91.0,102.0,2.0,498.0,0.0,11.0,0.0,0.0,0.0,0
185,56.38,19.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,11.0,0.0,0.0,0.0,0
186,56.38,19.0,34.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,12.0,0.0,0.0,0.0,0
187,56.38,28.0,38.0,0.0,,0.0,0,0,0.0,0.0,4.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,2.0,499.0,0.0,3.0,0.0,0.0,0.0,0
188,56.38,28.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,3.0,0.0,0.0,0.0,0
189,56.38,28.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,3.0,0.0,0.0,0.0,0
190,56.38,28.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,3.0,0.0,0.0,0.0,0
191,56.38,28.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,11.0,0.0,0.0,0.0,0
192,56.38,28.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,11.0,0.0,0.0,0.0,0
193,56.38,28.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,11.0,0.0,0.0,0.0,0
194,56.38,29.0,31.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,46.0,87.0,90.0,81.0,92.0,102.0,3.0,498.0,0.0,12.0,0.0,0.0,0.0,0
195,56.38,37.0,41.0,0.0,,0.0,0,0,0.0,0.0,10.0,0.0,0.0,46.0,87.0,90.0,81.0,92.0,102.0,3.0,498.0,0.0,3.0,0.0,0.0,0.0,0
196,56.38,38.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,46.0,87.0,90.0,81.0,92.0,102.0,3.0,498.0,0.0,3.0,0.0,0.0,0.0,0
197,56.38,38.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,3.0,0.0,0.0,0.0,0
198,56.38,38.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,4.0,0.0,0.0,0.0,0
199,56.38,38.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,11.0,0.0,0.0,0.0,0
200,56.38,38.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,11.0,0.0,0.0,0.0,0
201,56.38,37.0,30.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,12.0,0.0,0.0,0.0,0
202,56.38,47.0,46.0,0.0,,0.0,0,0,0.0,0.0,10.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,6.0,0.0,0.0,0.0,0
203,56.38,47.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,87.0,90.0,81.0,92.0,102.0,3.0,499.0,0.0,3.0,0.0,0.0,0.0,0
204,56.38,47.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,3.0,500.0,0.0,7.0,0.0,0.0,0.0,0
205,56.38,47.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,3.0,500.0,0.0,3.0,0.0,0.0,0.0,0
206,56.38,47.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,3.0,500.0,0.0,17.0,0.0,0.0,0.0,0
207,56.38,47.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,3.0,500.0,0.0,18.0,0.0,0.0,0.0,0
208,56.38,47.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,3.0,500.0,0.0,19.0,0.0,0.0,0.0,0
209,56.38,47.0,21.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,2.0,500.0,0.0,19.0,0.0,0.0,0.0,0
210,56.38,47.0,28.0,0.0,,0.0,0,59.92,0.0,0.0,0.0,14.0,0.0,48.0,87.0,90.0,81.0,92.0,102.0,2.0,500.0,0.0,19.0,18.0,0.0,0.0,0
211,56.38,48.0,50.0,0.0,,0.0,0,234.54,119.0,0.0,20.0,56.0,0.0,48.0,87.0,90.0,81.0,90.0,102.0,3.0,498.0,0.0,18.0,72.0,0.0,0.0,0
212,56.38,52.0,50.0,0.0,,0.0,0,300.14,268.0,0.0,36.0,71.0,0.0,50.0,87.0,89.0,80.0,87.0,102.0,2.0,495.0,0.0,16.0,93.0,0.0,0.0,0
213,56.43,56.0,49.0,0.0,,0.0,0.37,302.63,298.0,0.0,38.0,72.0,0.0,56.0,86.0,88.0,78.0,85.0,102.0,2.0,495.0,0.0,10.0,93.0,0.0,0.0,0
214,57.49,57.0,45.0,0.0,,0.0,1.9,301.11,384.0,0.0,38.0,72.0,0.0,62.0,86.0,87.0,77.0,83.0,102.0,2.0,497.0,4.0,9.0,93.0,0.0,0.0,0
215,58.52,58.0,45.0,3.0,,0.0,1.23,302.12,385.0,0.0,38.0,72.0,0.0,64.0,87.0,87.0,76.0,81.0,102.0,2.0,497.0,5.0,8.0,93.0,0.0,0.0,0
216,59.55,59.0,44.0,4.0,,0.0,0.97,302.13,391.0,0.0,38.0,72.0,0.0,66.0,86.0,87.0,76.0,80.0,102.0,2.0,497.0,4.0,7.0,93.0,0.0,0.0,0
217,60.59,60.0,44.0,2.0,,0.0,0.97,301.62,397.0,0.0,38.0,72.0,0.0,67.0,86.0,86.0,75.0,80.0,102.0,2.0,496.0,9.0,5.0,93.0,0.0,0.0,0
218,61.96,61.0,43.0,6.0,,0.0,0.89,302.63,434.0,0.0,38.0,72.0,0.0,68.0,86.0,86.0,75.0,79.0,102.0,2.0,496.0,20.0,4.0,93.0,0.0,0.0,0
219,63.21,63.0,42.0,4.0,,0.0,0.74,301.62,447.0,0.0,38.0,72.0,0.0,68.0,85.0,85.0,74.0,79.0,102.0,2.0,493.0,24.0,3.0,93.0,0.0,0.0,0
220,63.97,63.0,45.0,2.0,,0.0,0.95,302.12,378.0,0.0,38.0,72.0,0.0,68.0,85.0,85.0,74.0,78.0,102.0,3.0,492.0,8.0,2.0,93.0,0.0,0.0,0
221,64.9,64.0,44.0,5.0,,0.0,1.15,301.62,391.0,0.0,38.0,72.0,0.0,68.0,86.0,85.0,74.0,78.0,102.0,3.0,493.0,5.0,1.0,93.0,0.0,0.0,0
222,65.9,65.0,45.0,2.0,,0.0,1.09,302.63,383.0,0.0,38.0,72.0,0.0,67.0,86.0,85.0,74.0,77.0,102.0,3.0,491.0,9.0,0.0,93.0,0.0,0.0,0
223,65.91,64.0,48.0,0.0,,0.0,0.3,334.98,364.0,0.0,38.0,80.0,0.0,67.0,86.0,85.0,74.0,77.0,102.0,3.0,491.0,1.0,1.0,103.0,0.0,0.0,0
224,65.91,58.0,48.0,0.0,,0.0,0,352.18,410.0,0.0,39.0,84.0,0.0,67.0,86.0,84.0,73.0,76.0,102.0,3.0,488.0,1.0,5.0,109.0,0.0,0.0,0
225,65.91,62.0,49.0,0.0,,0.0,0,352.87,414.0,0.0,39.0,84.0,0.0,66.0,85.0,84.0,73.0,75.0,102.0,3.0,485.0,2.0,7.0,109.0,0.0,0.0,0
226,65.91,65.0,45.0,0.0,,0.0,0,177.32,251.0,0.0,32.0,42.0,0.0,68.0,85.0,84.0,73.0,75.0,102.0,3.0,487.0,1.0,0.0,54.0,0.0,0.0,0
227,65.91,65.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,68.0,85.0,84.0,73.0,77.0,102.0,3.0,489.0,0.0,1.0,0.0,0.0,0.0,0
228,65.91,65.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,64.0,85.0,84.0,74.0,81.0,102.0,3.0,490.0,0.0,7.0,0.0,0.0,0.0,0
229,65.91,65.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,59.0,85.0,86.0,75.0,83.0,102.0,3.0,490.0,0.0,18.0,0.0,0.0,0.0,0
230,65.91,65.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,54.0,85.0,87.0,77.0,85.0,102.0,3.0,490.0,0.0,18.0,0.0,0.0,0.0,0
231,65.91,65.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,52.0,85.0,87.0,77.0,85.0,102.0,3.0,488.0,0.0,18.0,0.0,0.0,0.0,0
232,65.91,65.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,51.0,85.0,87.0,77.0,86.0,102.0,3.0,488.0,0.0,18.0,0.0,0.0,0.0,0
233,65.91,65.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,51.0,85.0,87.0,78.0,86.0,102.0,3.0,489.0,0.0,19.0,0.0,0.0,0.0,0
234,65.91,65.0,22.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,50.0,85.0,87.0,78.0,87.0,102.0,3.0,489.0,0.0,19.0,0.0,0.0,0.0,0
235,65.91,65.0,22.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,50.0,85.0,87.0,78.0,87.0,102.0,2.0,489.0,0.0,18.0,0.0,0.0,0.0,0
236,65.91,65.0,41.0,0.0,,0.0,0,117.22,40.0,0.0,9.0,28.0,0.0,50.0,85.0,87.0,78.0,86.0,102.0,3.0,488.0,0.0,19.0,36.0,0.0,0.0,0
237,65.91,65.0,52.0,0.0,,0.0,0,373.38,399.0,0.0,38.0,89.0,0.0,51.0,85.0,87.0,77.0,84.0,102.0,3.0,486.0,39.0,19.0,115.0,0.0,0.0,0
238,65.91,65.0,52.0,0.0,,0.0,0,401.49,539.0,0.0,41.0,96.0,0.0,55.0,85.0,86.0,76.0,81.0,102.0,3.0,485.0,76.0,18.0,124.0,0.0,0.0,0
239,65.91,65.0,52.0,0.0,,0.0,0,401.49,535.0,0.0,41.0,96.0,0.0,61.0,84.0,85.0,74.0,78.0,102.0,3.0,484.0,72.0,18.0,124.0,0.0,0.0,0
240,66.46,66.0,51.0,2.0,,0.0,0.6,401.49,547.0,0.0,41.0,96.0,0.0,65.0,84.0,84.0,73.0,76.0,102.0,3.0,484.0,20.0,18.0,124.0,0.0,0.0,0
241,66.66,66.0,51.0,0.0,,0.0,1.34,398.83,547.0,0.0,41.0,95.0,0.0,68.0,85.0,84.0,72.0,74.0,102.0,3.0,485.0,3.0,17.0,123.0,0.0,0.0,0
242,67.69,67.0,50.0,4.0,,0.0,2.23,400.6,585.0,0.0,52.0,95.0,0.0,80.0,91.0,83.0,72.0,72.0,102.0,3.0,500.0,11.0,17.0,124.0,0.0,1.0,0
243,68.16,68.0,50.0,3.0,,0.0,1,401.49,569.0,0.0,52.0,96.0,0.0,80.0,91.0,83.0,71.0,71.0,102.0,3.0,498.0,8.0,16.0,124.0,0.0,1.0,0
244,68.78,68.0,50.0,5.0,,0.0,1.29,401.49,568.0,0.0,52.0,96.0,0.0,80.0,92.0,83.0,71.0,71.0,102.0,3.0,499.0,6.0,15.0,124.0,0.0,1.0,0
245,69.63,69.0,49.0,5.0,,0.0,1.88,399.71,597.0,0.0,52.0,95.0,0.0,80.0,91.0,83.0,71.0,70.0,102.0,3.0,497.0,19.0,15.0,123.0,0.0,1.0,0
246,70.23,70.0,50.0,3.0,,0.0,1.13,400.6,586.0,0.0,52.0,95.0,0.0,82.0,91.0,82.0,70.0,69.0,102.0,3.0,496.0,13.0,14.0,124.0,0.0,1.0,0
247,71,71.0,49.0,7.0,,0.0,1.41,402.38,602.0,0.0,52.0,96.0,0.0,82.0,91.0,82.0,70.0,69.0,102.0,3.0,496.0,23.0,13.0,124.0,0.0,1.0,0
248,71.34,71.0,48.0,5.0,,0.0,1.54,398.83,594.0,0.0,52.0,95.0,0.0,83.0,91.0,81.0,69.0,68.0,102.0,3.0,494.0,19.0,13.0,123.0,0.0,1.0,0
249,71.53,71.0,48.0,6.0,,0.0,1.87,400.6,579.0,0.0,52.0,95.0,0.0,86.0,90.0,81.0,69.0,68.0,102.0,3.0,496.0,14.0,12.0,124.0,0.0,1.0,0
250,71.77,71.0,48.0,5.0,,0.0,2.52,401.5,586.0,0.0,52.0,96.0,0.0,86.0,90.0,81.0,69.0,68.0,102.0,3.0,496.0,17.0,12.0,124.0,0.0,1.0,0
251,71.96,71.0,49.0,5.0,,0.0,2.52,399.71,573.0,0.0,52.0,95.0,0.0,87.0,90.0,81.0,69.0,67.0,102.0,3.0,496.0,11.0,12.0,123.0,0.0,1.0,0
252,72.26,72.0,50.0,4.0,,0.0,2.52,400.6,570.0,0.0,52.0,95.0,0.0,88.0,89.0,80.0,69.0,67.0,102.0,3.0,495.0,8.0,12.0,124.0,0.0,1.0,0
253,72.78,72.0,50.0,6.0,,0.0,3.22,399.71,560.0,0.0,52.0,95.0,0.0,89.0,89.0,80.0,68.0,67.0,102.0,3.0,495.0,3.0,11.0,123.0,0.0,1.0,0
254,73.21,73.0,51.0,2.0,,0.0,3.58,401.49,551.0,0.0,52.0,96.0,0.0,90.0,89.0,80.0,68.0,66.0,102.0,3.0,495.0,2.0,11.0,124.0,0.0,1.0,0
255,73.65,73.0,51.0,5.0,,0.0,3.11,400.6,556.0,0.0,52.0,95.0,0.0,91.0,89.0,80.0,68.0,66.0,102.0,3.0,496.0,2.0,10.0,124.0,0.0,1.0,0
256,73.98,73.0,51.0,2.0,,0.0,2.19,400.6,548.0,0.0,52.0,95.0,0.0,90.0,89.0,79.0,68.0,65.0,102.0,3.0,493.0,1.0,10.0,124.0,0.0,1.0,0
257,74.37,74.0,51.0,3.0,,0.0,2.19,400.6,553.0,0.0,53.0,95.0,0.0,91.0,89.0,79.0,67.0,65.0,102.0,3.0,493.0,1.0,10.0,124.0,0.0,1.0,0
